Feature,Correlation
is_weekend,0.7370692154632652
rolling_avg_3d,0.6668547281585412
day_of_week_sin,0.6204727690643324
rolling_std_3d,0.2672647860875502
is_festive,0.21349232853281788
is_winter,0.1674888120111289
is_summer,0.14791676602325593
temperature_2m_mean,0.09177597482259829
temp_mean_rolling_3d,0.08652092885733514
temp_mean_lag_1d,0.07502481571197765
day_of_week_cos,0.0748359872584403
weekofyear,0.030672327978229552
dayofmonth,0.00042717773064359016
