Day,Real_Consumption_kWh,Predicted_Consumption_kWh,Difference,Absolute_Error
2024-11-21,657.7677,500.93234266684306,-156.83535733315694,156.83535733315694
2024-11-22,397.8483,508.1114351138583,110.26313511385831,110.26313511385831
2024-11-23,119.2142,174.3788971495632,55.16469714956318,55.16469714956318
2024-11-24,118.361,97.67977237742178,-20.68122762257822,20.68122762257822
2024-11-25,572.9049,504.5117459084829,-68.39315409151709,68.39315409151709
2024-11-26,550.8029,613.3487736253151,62.54587362531504,62.54587362531504
2024-11-27,439.1455,481.9494690959859,42.80396909598585,42.80396909598585
2024-11-28,849.4416000000001,753.5489642268708,-95.89263577312931,95.89263577312931
2024-11-29,390.18820000000005,394.38104027768463,4.1928402776845815,4.1928402776845815
2024-11-30,127.582,292.05781098819375,164.47581098819376,164.47581098819376
2024-12-01,145.8891,202.4029267227246,56.51382672272459,56.51382672272459
