Date,Grid Organi lbc (L1) [kW],Grid Organi lbc (L2) [kW],Grid Organi lbc (L3) [kW],Chargers (L1) [kW],Chargers (L2) [kW],Chargers (L3) [kW],Solar (L1) [kW],Solar (L2) [kW],Solar (L3) [kW],Chargers achteraan (L1) [kW],Chargers achteraan (L2) [kW],Chargers achteraan (L3) [kW]
2025-01-01 09:15:00,"5,716","5,291","4,848","0,036","0,032","0,022","0,049","0,048","0,052","0,024","0,022","0,022"
2025-01-01 09:00:00,"5,322","5,19","4,783","0,036","0,032","0,022","0,029","0,026","0,031","0,024","0,022","0,022"
2025-01-01 08:45:00,"5,602","4,411","4,865","0,036","0,032","0,022","0,004","-0,002","0,003","0,024","0,022","0,022"
2025-01-01 08:30:00,"5,332","4,38","4,96","0,036","0,032","0,022","0,001","-0,005",0,"0,024","0,022","0,022"
2025-01-01 08:15:00,"5,316","4,423","4,854","0,036","0,032","0,022",0,"-0,006","-0,001","0,024","0,022","0,022"
2025-01-01 08:00:00,"5,014","4,281","4,854","0,036","0,032","0,021",0,"-0,006","-0,001","0,024","0,022","0,022"
2025-01-01 07:45:00,"5,377","4,181","4,879","0,036","0,032","0,022",0,"-0,006","-0,001","0,024","0,022","0,022"
2025-01-01 07:30:00,"5,334","4,12","4,868","0,035","0,032","0,022",0,"-0,006","-0,001","0,024","0,022","0,022"
2025-01-01 07:15:00,"5,471","4,158","4,896","0,036","0,032","0,022",0,"-0,006","-0,001","0,024","0,022","0,022"
2025-01-01 07:00:00,"5,051","4,15","4,859","0,036","0,032","0,022",0,"-0,006","-0,001","0,024","0,022","0,022"
2025-01-01 06:45:00,"5,341","4,149","4,868","0,036","0,032","0,022",0,"-0,006","-0,001","0,024","0,022","0,022"
2025-01-01 06:30:00,"5,338","4,065","4,815","0,036","0,032","0,022",0,"-0,006","-0,001","0,024","0,022","0,022"
2025-01-01 06:15:00,"5,396","3,954","4,896","0,036","0,032","0,022",0,"-0,006","-0,001","0,024","0,022","0,022"
2025-01-01 06:00:00,"5,052","3,9","4,981","0,036","0,032","0,022",0,"-0,006","-0,001","0,024","0,022","0,022"
2025-01-01 05:45:00,"5,196","3,936","4,879","0,035","0,032","0,022",0,"-0,006","-0,001","0,024","0,022","0,022"
2025-01-01 05:30:00,"5,365","3,883","4,865","0,036","0,032","0,022",0,"-0,006","-0,001","0,024","0,022","0,022"
2025-01-01 05:15:00,"5,716","3,912","4,841","0,036","0,032","0,022",0,"-0,006","-0,001","0,024","0,022","0,022"
2025-01-01 05:00:00,"4,66","3,916","4,833","0,036","0,032","0,022",0,"-0,006","-0,001","0,024","0,022","0,022"
2025-01-01 04:45:00,"4,746","3,821","4,754","0,035","0,032","0,022",0,"-0,006","-0,001","0,024","0,022","0,022"
2025-01-01 04:30:00,"5,114","3,902","4,855","0,035","0,032","0,022",0,"-0,006","-0,001","0,024","0,023","0,022"
2025-01-01 04:15:00,"4,958","3,909","4,845","0,035","0,032","0,022",0,"-0,006","-0,001","0,024","0,022","0,022"
2025-01-01 04:00:00,"4,882","3,932","4,83","0,035","0,032","0,022",0,"-0,006","-0,001","0,024","0,022","0,023"
2025-01-01 03:45:00,"4,732","3,884","4,85","0,035","0,032","0,022",0,"-0,006","-0,001","0,024","0,022","0,023"
2025-01-01 03:30:00,"4,995","3,825","4,81","0,035","0,032","0,022",0,"-0,006","-0,001","0,024","0,023","0,022"
2025-01-01 03:15:00,"5,099","3,92","4,835","0,035","0,032","0,022",0,"-0,006","-0,001","0,024","0,022","0,022"
2025-01-01 03:00:00,"4,866","3,928","4,85","0,035","0,032","0,022",0,"-0,006","-0,001","0,024","0,022","0,023"
2025-01-01 02:45:00,"4,926","3,949","4,82","0,035","0,032","0,022",0,"-0,006","-0,001","0,024","0,023","0,022"
2025-01-01 02:30:00,"4,853","3,92","4,793","0,035","0,032","0,022",0,"-0,006","-0,001","0,024","0,023","0,022"
2025-01-01 02:15:00,"5,096","3,946","4,822","0,035","0,032","0,022",0,"-0,006","-0,001","0,024","0,023","0,022"
2025-01-01 02:00:00,"5,071","3,942","4,824","0,035","0,032","0,022",0,"-0,006","-0,001","0,024","0,022","0,022"
2025-01-01 01:45:00,"5,326","3,957","4,858","0,036","0,032","0,022",0,"-0,006","-0,001","0,024","0,022","0,022"
2025-01-01 01:30:00,"5,031","3,932","4,867","0,035","0,032","0,022",0,"-0,006","-0,001","0,024","0,022","0,022"
2025-01-01 01:15:00,"5,014","3,969","4,86","0,035","0,032","0,022",0,"-0,006","-0,001","0,024","0,022","0,022"
2025-01-01 01:00:00,"5,13","4,075","4,845","0,036","0,032","0,022",0,"-0,006","-0,001","0,024","0,022","0,022"
2025-01-01 00:45:00,"5,069","4,198","4,805","0,036","0,032","0,022",0,"-0,006","-0,001","0,024","0,023","0,022"
2025-01-01 00:30:00,"5,049","4,269","4,884","0,036","0,032","0,022",0,"-0,006","-0,001","0,024","0,022","0,022"
2025-01-01 00:15:00,"4,904","4,22","4,855","0,036","0,032","0,022",0,"-0,006","-0,001","0,024","0,022","0,022"
2025-01-01 00:00:00,"4,941","4,129","4,905","0,036","0,032","0,021",0,"-0,006","-0,001","0,024","0,023","0,022"
