Hour,Chargers,Chargers achteraan,Grid Organi lbc,Solar
2022-09-28 12:00:00,2.409,0.0,9.001,0.0
2022-09-28 13:00:00,6.0426,0.0,20.3787,0.0
2022-09-28 14:00:00,6.0271,0.0,20.5578,0.0
2022-09-28 15:00:00,6.0016,0.0,19.339,0.0
2022-09-28 16:00:00,7.1028,0.0,18.76,0.0
2022-09-28 17:00:00,4.9549,0.0,14.5838,0.0
2022-09-28 18:00:00,4.3987,0.0,9.3804,0.0
2022-09-28 19:00:00,3.5426,0.0,9.8782,0.0
2022-09-28 20:00:00,3.5407,0.0,10.1256,0.0
2022-09-28 21:00:00,3.5372,0.0,10.0316,0.0
2022-09-28 22:00:00,3.5998,0.0,9.6933,0.0
2022-09-28 23:00:00,3.6019,0.0,9.7556,0.0
2022-09-29 00:00:00,3.5925,0.0,10.3819,0.0
2022-09-29 01:00:00,3.5584,0.0,10.0687,0.0
2022-09-29 02:00:00,3.5665,0.0,10.0973,0.0
2022-09-29 03:00:00,3.5612,0.0,10.1045,0.0
2022-09-29 04:00:00,3.4962,0.0,10.6537,0.0
2022-09-29 05:00:00,3.5669,0.0,10.4171,0.0
2022-09-29 06:00:00,4.7979,0.0,13.8993,0.0
2022-09-29 07:00:00,4.9332,0.0,16.2521,0.0
2022-09-29 08:00:00,6.0565,0.0,20.2983,0.0
2022-09-29 09:00:00,7.75,0.0,22.0587,0.0
2022-09-29 10:00:00,8.2046,0.0,22.0117,0.0
2022-09-29 11:00:00,7.5204,0.0,22.4631,0.0
2022-09-29 12:00:00,9.8753,0.0,32.4904,0.0
2022-09-29 13:00:00,8.1877,0.0,27.8161,0.0
2022-09-29 14:00:00,6.4746,0.0,22.8964,0.0
2022-09-29 15:00:00,6.5046,0.0,22.3028,0.0
2022-09-29 16:00:00,7.1785,0.0,24.2359,0.0
2022-09-29 17:00:00,6.8496,0.0,24.7048,0.0
2022-09-29 18:00:00,3.7831,0.0,12.2813,0.0
2022-09-29 19:00:00,3.6619,0.0,10.5373,0.0
2022-09-29 20:00:00,4.0301,0.0,10.8776,0.0
2022-09-29 21:00:00,3.8774,0.0,10.1841,0.0
2022-09-29 22:00:00,3.7583,0.0,9.75,0.0
2022-09-29 23:00:00,3.7849,0.0,9.8896,0.0
2022-09-30 00:00:00,3.8756,0.0,10.3574,0.0
2022-09-30 01:00:00,3.8303,0.0,10.1347,0.0
2022-09-30 02:00:00,3.7756,0.0,10.2182,0.0
2022-09-30 03:00:00,3.874,0.0,10.3018,0.0
2022-09-30 04:00:00,3.8228,0.0,10.5935,0.0
2022-09-30 05:00:00,3.7849,0.0,10.4144,0.0
2022-09-30 06:00:00,5.3645,0.0,14.1657,0.0
2022-09-30 07:00:00,5.2683,0.0,17.349,0.0
2022-09-30 08:00:00,6.523,0.0,21.1264,0.0
2022-09-30 09:00:00,10.9055,0.0,28.2303,0.0
2022-09-30 10:00:00,7.7261,0.0,22.2072,0.0
2022-09-30 11:00:00,7.6897,0.0,22.6958,0.0
2022-09-30 12:00:00,9.2009,0.0,25.0922,0.0
2022-09-30 13:00:00,8.4105,0.0,22.5933,0.0
2022-09-30 14:00:00,6.6349,0.0,16.3294,0.0
2022-09-30 15:00:00,8.2714,0.0,20.6299,0.0
2022-09-30 16:00:00,6.3122,0.0,16.5594,0.0
2022-09-30 17:00:00,5.2369,0.0,15.4489,0.0
2022-09-30 18:00:00,3.53,0.0,10.5631,0.0
2022-09-30 19:00:00,3.209,0.0,9.0628,0.0
2022-09-30 20:00:00,3.5347,0.0,9.2876,0.0
2022-09-30 21:00:00,3.5443,0.0,9.1503,0.0
2022-09-30 22:00:00,3.2926,0.0,8.0735,0.0
2022-09-30 23:00:00,3.5517,0.0,8.9684,0.0
2022-10-01 00:00:00,3.3457,0.0,8.6471,0.0
2022-10-01 01:00:00,3.6687,0.0,9.2476,0.0
2022-10-01 02:00:00,3.6134,0.0,9.3472,0.0
2022-10-01 03:00:00,3.2973,0.0,8.4224,0.0
2022-10-01 04:00:00,3.6053,0.0,9.6208,0.0
2022-10-01 05:00:00,3.2881,0.0,8.7126,0.0
2022-10-01 06:00:00,3.5429,0.0,9.741,0.0
2022-10-01 07:00:00,3.5207,0.0,9.257,0.0
2022-10-01 08:00:00,3.8461,0.0,8.837,0.0
2022-10-01 09:00:00,4.9883,0.0,9.363,0.0
2022-10-01 10:00:00,4.945,0.0,9.328,0.0
2022-10-01 11:00:00,4.5362,0.0,8.3227,0.0
2022-10-01 12:00:00,4.9762,0.0,9.2373,0.0
2022-10-01 13:00:00,4.5593,0.0,8.151,0.0
2022-10-01 14:00:00,4.9789,0.0,8.8692,0.0
2022-10-01 15:00:00,5.6922,0.0,10.6225,0.0
2022-10-01 16:00:00,4.4983,0.0,8.3373,0.0
2022-10-01 17:00:00,4.9297,0.0,8.8886,0.0
2022-10-01 18:00:00,3.6641,0.0,7.299,0.0
2022-10-01 19:00:00,3.468,0.0,8.921,0.0
2022-10-01 20:00:00,3.4928,0.0,9.1705,0.0
2022-10-01 21:00:00,3.1788,0.0,8.0796,0.0
2022-10-01 22:00:00,3.4995,0.0,8.5925,0.0
2022-10-01 23:00:00,3.528,0.0,8.5895,0.0
2022-10-02 00:00:00,3.2294,0.0,8.1418,0.0
2022-10-02 01:00:00,3.514,0.0,8.5427,0.0
2022-10-02 02:00:00,3.2043,0.0,7.9281,0.0
2022-10-02 03:00:00,3.5036,0.0,8.6552,0.0
2022-10-02 04:00:00,3.4758,0.0,8.7686,0.0
2022-10-02 05:00:00,3.1607,0.0,7.9751,0.0
2022-10-02 06:00:00,3.4853,0.0,9.1848,0.0
2022-10-02 07:00:00,3.1499,0.0,8.0266,0.0
2022-10-02 08:00:00,4.0822,0.0,9.1398,0.0
2022-10-02 09:00:00,4.8912,0.0,9.0025,0.0
2022-10-02 10:00:00,4.4639,0.0,8.4697,0.0
2022-10-02 11:00:00,4.931,0.0,8.9059,0.0
2022-10-02 12:00:00,4.4972,0.0,8.2406,0.0
2022-10-02 13:00:00,4.9455,0.0,8.7745,0.0
2022-10-02 14:00:00,4.9548,0.0,8.7829,0.0
2022-10-02 15:00:00,4.5075,0.0,8.012,0.0
2022-10-02 16:00:00,4.954,0.0,9.0308,0.0
2022-10-02 17:00:00,4.9019,0.0,8.7576,0.0
2022-10-02 18:00:00,3.8105,0.0,7.8723,0.0
2022-10-02 19:00:00,3.4707,0.0,8.9126,0.0
2022-10-02 20:00:00,3.162,0.0,8.1349,0.0
2022-10-02 21:00:00,3.4807,0.0,9.4421,0.0
2022-10-02 22:00:00,3.5411,0.0,8.9495,0.0
2022-10-02 23:00:00,2.8769,0.0,7.4439,0.0
2022-10-03 00:00:00,3.5181,0.0,9.4042,0.0
2022-10-03 01:00:00,3.1723,0.0,8.7436,0.0
2022-10-03 02:00:00,3.4964,0.0,9.2327,0.0
2022-10-03 03:00:00,3.4569,0.0,9.4903,0.0
2022-10-03 04:00:00,3.1622,0.0,8.7904,0.0
2022-10-03 05:00:00,3.4798,0.0,10.1489,0.0
2022-10-03 06:00:00,3.4475,0.0,10.7527,0.0
2022-10-03 07:00:00,3.5363,0.0,12.8026,0.0
2022-10-03 08:00:00,5.1669,0.0,19.7229,0.0
2022-10-03 09:00:00,5.6784,0.0,19.03,0.0
2022-10-03 10:00:00,6.1255,0.0,20.5985,0.0
2022-10-03 11:00:00,6.0351,0.0,20.3373,0.0
2022-10-03 12:00:00,5.5748,0.0,18.5886,0.0
2022-10-03 13:00:00,6.1226,0.0,19.3281,0.0
2022-10-03 14:00:00,5.6286,0.0,17.9825,0.0
2022-10-03 15:00:00,6.1719,0.0,19.3271,0.0
2022-10-03 16:00:00,6.1319,0.0,19.2438,0.0
2022-10-03 17:00:00,4.7729,0.0,14.0093,0.0
2022-10-03 18:00:00,3.5589,0.0,10.2165,0.0
2022-10-03 19:00:00,3.4943,0.0,9.2875,0.0
2022-10-03 20:00:00,3.2465,0.0,8.3498,0.0
2022-10-03 21:00:00,3.5353,0.0,9.1257,0.0
2022-10-03 22:00:00,3.2568,0.0,8.4255,0.0
2022-10-03 23:00:00,3.4695,0.0,9.3181,0.0
2022-10-04 00:00:00,3.5921,0.0,9.8423,0.0
2022-10-04 01:00:00,3.2627,0.0,8.9996,0.0
2022-10-04 02:00:00,3.5817,0.0,9.6336,0.0
2022-10-04 03:00:00,2.9416,0.0,8.0261,0.0
2022-10-04 04:00:00,3.5318,0.0,10.0276,0.0
2022-10-04 05:00:00,3.7121,0.0,10.003,0.0
2022-10-04 06:00:00,4.5553,0.0,12.2893,0.0
2022-10-04 07:00:00,5.3137,0.0,19.5718,0.0
2022-10-04 08:00:00,8.3003,0.0,20.863,0.0
2022-10-04 09:00:00,9.9421,0.0,21.3736,0.0
2022-10-04 10:00:00,10.6972,0.0,21.9607,0.0
2022-10-04 11:00:00,9.6743,0.0,21.789,0.0
2022-10-04 12:00:00,7.795,0.0,21.5436,0.0
2022-10-04 13:00:00,7.4997,0.0,24.0169,0.0
2022-10-04 14:00:00,7.3965,0.0,21.5669,0.0
2022-10-04 15:00:00,9.7544,0.0,24.7995,0.0
2022-10-04 16:00:00,10.0481,0.0,24.9619,0.0
2022-10-04 17:00:00,4.1899,0.0,20.28,0.0
2022-10-04 18:00:00,3.5875,0.0,13.2253,0.0
2022-10-04 19:00:00,3.2172,0.0,8.9149,0.0
2022-10-04 20:00:00,3.5507,0.0,9.1592,0.0
2022-10-04 21:00:00,3.8706,0.0,10.2788,0.0
2022-10-04 22:00:00,3.6548,0.0,9.2012,0.0
2022-10-04 23:00:00,3.5633,0.0,9.2046,0.0
2022-10-05 00:00:00,3.2837,0.0,8.5857,0.0
2022-10-05 01:00:00,3.5381,0.0,9.2704,0.0
2022-10-05 02:00:00,3.5505,0.0,9.4004,0.0
2022-10-05 03:00:00,3.2106,0.0,8.3653,0.0
2022-10-05 04:00:00,3.4862,0.0,9.0936,0.0
2022-10-05 05:00:00,3.2279,0.0,8.3402,0.0
2022-10-05 06:00:00,4.545,0.0,11.4426,0.0
2022-10-05 07:00:00,4.8655,0.0,14.4303,0.0
2022-10-05 08:00:00,4.6235,0.0,14.6086,0.0
2022-10-05 09:00:00,7.5375,0.0,18.8272,0.0
2022-10-05 10:00:00,7.6298,0.0,20.1613,0.0
2022-10-05 11:00:00,7.2553,0.0,18.1818,0.0
2022-10-05 12:00:00,2.6916,0.0,8.2523,0.0
2022-10-12 05:00:00,3.7708,0.0,11.2028,0.0
2022-10-12 06:00:00,5.2174,0.0,13.6288,0.0
2022-10-12 07:00:00,4.677,0.0,15.24,0.0
2022-10-12 08:00:00,7.3983,0.0,21.2779,0.0
2022-10-12 09:00:00,10.1687,0.0,31.9555,0.0
2022-10-12 10:00:00,5.9217,0.0,25.1757,0.0
2022-10-12 11:00:00,7.1688,0.0,30.1181,0.0
2022-10-12 12:00:00,7.0715,0.0,27.1417,0.0
2022-10-12 13:00:00,7.7683,0.0,28.1634,0.0
2022-10-12 14:00:00,7.5938,0.0,24.1503,0.0
2022-10-12 15:00:00,7.276,0.0,20.3043,0.0
2022-10-12 16:00:00,7.8129,0.0,19.3456,0.0
2022-10-12 17:00:00,5.6808,0.0,17.3018,0.0
2022-10-12 18:00:00,4.1748,0.0,13.35,0.0
2022-10-12 19:00:00,3.5743,0.0,10.6496,0.0
2022-10-12 20:00:00,3.2361,0.0,9.0944,0.0
2022-10-12 21:00:00,3.5448,0.0,10.1435,0.0
2022-10-12 22:00:00,3.5316,0.0,10.0315,0.0
2022-10-12 23:00:00,3.2458,0.0,9.2177,0.0
2022-10-13 00:00:00,3.6338,0.0,10.2029,0.0
2022-10-13 01:00:00,3.2198,0.0,9.1374,0.0
2022-10-13 02:00:00,3.5079,0.0,10.2822,0.0
2022-10-13 03:00:00,3.5335,0.0,9.9155,0.0
2022-10-13 04:00:00,3.2123,0.0,9.0972,0.0
2022-10-13 05:00:00,3.5924,0.0,9.9313,0.0
2022-10-13 06:00:00,4.3171,0.0,11.3914,0.0
2022-10-13 07:00:00,4.9249,0.0,15.9365,0.0
2022-10-13 08:00:00,7.1688,0.0,22.3719,0.0
2022-10-13 09:00:00,9.0838,0.0,28.7477,0.0
2022-10-13 10:00:00,10.1199,0.0,30.3147,0.0
2022-10-13 11:00:00,10.5926,0.0,30.895,0.0
2022-10-13 12:00:00,11.0884,0.0,23.6983,0.0
2022-10-13 13:00:00,10.26,0.0,25.8295,0.0
2022-10-13 14:00:00,7.0,0.0,18.7853,0.0
2022-10-13 15:00:00,8.2447,0.0,22.0051,0.0
2022-10-13 16:00:00,7.8152,0.0,22.1048,0.0
2022-10-13 17:00:00,5.9134,0.0,17.5593,0.0
2022-10-13 18:00:00,4.8237,0.0,13.8199,0.0
2022-10-13 19:00:00,3.4727,0.0,9.4896,0.0
2022-10-13 20:00:00,3.187,0.0,8.311,0.0
2022-10-13 21:00:00,3.5185,0.0,8.7368,0.0
2022-10-13 22:00:00,2.9729,0.0,7.4285,0.0
2022-10-13 23:00:00,3.5067,0.0,8.7922,0.0
2022-10-14 00:00:00,3.5643,0.0,9.1202,0.0
2022-10-14 01:00:00,3.2875,0.0,8.2764,0.0
2022-10-14 02:00:00,3.5296,0.0,8.7368,0.0
2022-10-14 03:00:00,3.1872,0.0,7.9545,0.0
2022-10-14 04:00:00,3.4894,0.0,8.689,0.0
2022-10-14 05:00:00,3.5927,0.0,9.0054,0.0
2022-10-14 06:00:00,4.0816,0.0,9.4878,0.0
2022-10-14 07:00:00,4.9778,0.0,16.386,0.0
2022-10-14 08:00:00,5.0237,0.0,19.8421,0.0
2022-10-14 09:00:00,10.4355,0.0,37.4468,0.0
2022-10-14 10:00:00,9.836,0.0,37.1729,0.0
2022-10-14 11:00:00,6.6768,0.0,20.2349,0.0
2022-10-14 12:00:00,7.1757,0.0,23.2916,0.0
2022-10-14 13:00:00,9.7904,0.0,27.1055,0.0
2022-10-14 14:00:00,10.5083,0.0,27.3364,0.0
2022-10-14 15:00:00,5.9969,0.0,17.8558,0.0
2022-10-14 16:00:00,5.1621,0.0,17.7785,0.0
2022-10-14 17:00:00,5.0814,0.0,14.0225,0.0
2022-10-14 18:00:00,4.3782,0.0,10.787,0.0
2022-10-14 19:00:00,3.5031,0.0,9.6607,0.0
2022-10-14 20:00:00,3.4749,0.0,9.3163,0.0
2022-10-14 21:00:00,3.5497,0.0,9.2786,0.0
2022-10-14 22:00:00,3.6207,0.0,9.251,0.0
2022-10-14 23:00:00,3.5407,0.0,9.197,0.0
2022-10-15 00:00:00,3.6817,0.0,9.7823,0.0
2022-10-15 01:00:00,3.662,0.0,9.4587,0.0
2022-10-15 02:00:00,3.595,0.0,9.3393,0.0
2022-10-15 03:00:00,3.6169,0.0,9.5332,0.0
2022-10-15 04:00:00,3.5822,0.0,9.7159,0.0
2022-10-15 05:00:00,3.5358,0.0,9.507,0.0
2022-10-15 06:00:00,3.5191,0.0,9.4596,0.0
2022-10-15 07:00:00,3.5346,0.0,9.4545,0.0
2022-10-15 08:00:00,4.1433,0.0,9.9022,0.0
2022-10-15 09:00:00,4.9729,0.0,9.9428,0.0
2022-10-15 10:00:00,5.0003,0.0,9.8938,0.0
2022-10-15 11:00:00,4.9768,0.0,9.2078,0.0
2022-10-15 12:00:00,4.9823,0.0,9.0396,0.0
2022-10-15 13:00:00,5.0316,0.0,9.246,0.0
2022-10-15 14:00:00,4.9947,0.0,9.0845,0.0
2022-10-15 15:00:00,4.9443,0.0,9.0205,0.0
2022-10-15 16:00:00,4.9404,0.0,8.9407,0.0
2022-10-15 17:00:00,4.9307,0.0,9.2246,0.0
2022-10-15 18:00:00,4.2799,0.0,8.7235,0.0
2022-10-15 19:00:00,2.9086,0.0,7.0518,0.0
2022-10-15 20:00:00,3.5286,0.0,8.5046,0.0
2022-10-15 21:00:00,3.4633,0.0,8.6936,0.0
2022-10-15 22:00:00,3.4923,0.0,8.5132,0.0
2022-10-15 23:00:00,3.4859,0.0,8.7277,0.0
2022-10-16 00:00:00,3.529,0.0,8.7994,0.0
2022-10-16 01:00:00,3.5005,0.0,9.0059,0.0
2022-10-16 02:00:00,3.4762,0.0,8.8929,0.0
2022-10-16 03:00:00,1.4633,0.0,3.7073,0.0
2022-11-08 14:00:00,1.9107,0.0,6.3364,0.0
2022-11-08 15:00:00,7.6374,0.0,24.1406,0.0
2022-11-08 16:00:00,7.4602,0.0,23.4398,0.0
2022-11-08 17:00:00,6.7347,0.0,17.6945,0.0
2022-11-08 18:00:00,4.7754,0.0,12.4569,0.0
2022-11-08 19:00:00,3.5243,0.0,10.3253,0.0
2022-11-08 20:00:00,3.4845,0.0,9.5807,0.0
2022-11-08 21:00:00,3.5105,0.0,9.2962,0.0
2022-11-08 22:00:00,3.5206,0.0,8.9213,0.0
2022-11-08 23:00:00,3.4681,0.0,8.9627,0.0
2022-11-09 00:00:00,3.5026,0.0,9.1646,0.0
2022-11-09 01:00:00,3.4855,0.0,9.0959,0.0
2022-11-09 02:00:00,3.4715,0.0,8.9537,0.0
2022-11-09 03:00:00,3.4613,0.0,8.9591,0.0
2022-11-09 04:00:00,3.4253,0.0,9.1668,0.0
2022-11-09 05:00:00,3.4539,0.0,9.2362,0.0
2022-11-09 06:00:00,4.6943,0.0,12.4676,0.0
2022-11-09 07:00:00,4.5829,0.0,15.0954,0.0
2022-11-09 08:00:00,6.286,0.0,19.2288,0.0
2022-11-09 09:00:00,12.8892,0.0,33.5593,0.0
2022-11-09 10:00:00,12.326,0.0,31.7215,0.0
2022-11-09 11:00:00,9.1745,0.0,20.8421,0.0
2022-11-09 12:00:00,7.0133,0.0,21.5552,0.0187
2022-11-09 13:00:00,14.2389,0.0,26.9238,2.139
2022-11-09 14:00:00,11.0462,0.0,23.2398,0.0269
2022-11-09 15:00:00,11.0994,0.0,22.9811,0.0273
2022-11-09 16:00:00,11.0024,0.0,22.7075,0.027
2022-11-09 17:00:00,6.1301,0.0,17.3373,0.0222
2022-11-09 18:00:00,4.521,0.0,15.4367,0.0217
2022-11-09 19:00:00,3.5377,0.0,11.9257,0.0219
2022-11-09 20:00:00,3.5064,0.0,10.0988,0.0216
2022-11-09 21:00:00,3.4706,0.0,9.9194,0.0223
2022-11-09 22:00:00,3.479,0.0,9.5401,0.0218
2022-11-09 23:00:00,3.4532,0.0,9.9296,0.0219
2022-11-10 00:00:00,3.5039,0.0,9.8016,0.0216
2022-11-10 01:00:00,3.4584,0.0,9.9014,0.0212
2022-11-10 02:00:00,3.472,0.0,9.7817,0.0218
2022-11-10 03:00:00,3.4699,0.0,10.0101,0.0217
2022-11-10 04:00:00,3.3949,0.0,9.7364,0.0216
2022-11-10 05:00:00,3.4224,0.0,9.9549,0.0217
2022-11-10 06:00:00,4.7864,0.0,13.7265,0.0223
2022-11-10 07:00:00,4.7729,0.0,16.9734,0.0222
2022-11-10 08:00:00,9.6421,0.0,27.7054,0.4686
2022-11-10 09:00:00,14.8005,0.0,30.223,1.4925
2022-11-10 10:00:00,22.3454,0.0,35.2868,4.649
2022-11-10 11:00:00,19.0097,0.0,35.1153,2.8576
2022-11-10 12:00:00,13.734,0.0,29.5416,2.8539
2022-11-10 13:00:00,12.105,0.0,29.3906,2.8209
2022-11-10 14:00:00,7.9164,0.0,22.9012,0.3445
2022-11-10 15:00:00,7.3406,0.0,21.2426,0.0229
2022-11-10 16:00:00,6.5138,0.0,20.299,0.0227
2022-11-10 17:00:00,4.6025,0.0,17.1327,0.0222
2022-11-10 18:00:00,3.7196,0.0,12.9909,0.0219
2022-11-10 19:00:00,3.7559,0.0,10.9691,0.0218
2022-11-10 20:00:00,3.7459,0.0,10.0356,0.0214
2022-11-10 21:00:00,3.5753,0.0,9.9206,0.0216
2022-11-10 22:00:00,3.6057,0.0,9.3012,0.0207
2022-11-10 23:00:00,5.9604,0.0,12.1401,0.0229
2022-11-11 00:00:00,4.8117,0.0,10.6193,0.0223
2022-11-11 01:00:00,3.5474,0.0,9.6442,0.0216
2022-11-11 02:00:00,3.5121,0.0,9.3435,0.0218
2022-11-11 03:00:00,3.5177,0.0,9.708,0.0217
2022-11-11 04:00:00,3.4895,0.0,9.5932,0.0216
2022-11-11 05:00:00,3.4999,0.0,9.6227,0.0217
2022-11-11 06:00:00,3.5086,0.0,10.4066,0.0219
2022-11-11 07:00:00,3.5808,0.0,10.4382,0.0217
2022-11-11 08:00:00,4.2888,0.0,10.7184,0.0216
2022-11-11 09:00:00,5.1131,0.0,11.6326,0.0211
2022-11-11 10:00:00,5.106,0.0,11.5982,0.0212
2022-11-11 11:00:00,5.1088,0.0,11.9529,0.0205
2022-11-11 12:00:00,5.1115,0.0,11.3127,0.0208
2022-11-11 13:00:00,5.1199,0.0,11.2879,0.0206
2022-11-11 14:00:00,5.1169,0.0,11.2218,0.0209
2022-11-11 15:00:00,5.116,0.0,11.1946,0.021
2022-11-11 16:00:00,5.1041,0.0,11.7748,0.0216
2022-11-11 17:00:00,5.0577,0.0,12.1757,0.0216
2022-11-11 18:00:00,4.3762,0.0,12.149,0.0215
2022-11-11 19:00:00,3.4933,0.0,11.054,0.0217
2022-11-11 20:00:00,3.5194,0.0,10.622,0.0216
2022-11-11 21:00:00,3.523,0.0,10.461,0.0217
2022-11-11 22:00:00,3.6118,0.0,10.1521,0.0217
2022-11-11 23:00:00,3.5478,0.0,10.2433,0.0218
2022-11-12 00:00:00,3.6708,0.0,10.7062,0.0217
2022-11-12 01:00:00,3.649,0.0,10.4218,0.0219
2022-11-12 02:00:00,3.63,0.0,10.6523,0.0225
2022-11-12 03:00:00,3.6566,0.0,10.5606,0.0226
2022-11-12 04:00:00,3.6136,0.0,10.937,0.0226
2022-11-12 05:00:00,3.5982,0.0,10.7578,0.0221
2022-11-12 06:00:00,3.5785,0.0,11.4084,0.022
2022-11-12 07:00:00,3.5681,0.0,11.2311,0.0222
2022-11-12 08:00:00,3.692,0.0,11.4839,0.0217
2022-11-12 09:00:00,3.5179,0.0,11.0969,0.0216
2022-11-12 10:00:00,3.5213,0.0,10.6744,0.0219
2022-11-12 11:00:00,3.5093,0.0,10.3122,0.0218
2022-11-12 12:00:00,4.5082,0.0,10.4639,0.0218
2022-11-12 13:00:00,4.9692,0.0,9.8823,0.0217
2022-11-12 14:00:00,4.9441,0.0,9.8744,0.0216
2022-11-12 15:00:00,4.9159,0.0,9.6217,0.0216
2022-11-12 16:00:00,4.9456,0.0,10.2469,0.0217
2022-11-12 17:00:00,4.9743,0.0,10.4818,0.0218
2022-11-12 18:00:00,4.367,0.0,10.4207,0.0217
2022-11-12 19:00:00,3.5412,0.0,10.4616,0.0221
2022-11-12 20:00:00,3.5328,0.0,10.3773,0.0223
2022-11-12 21:00:00,3.5331,0.0,10.221,0.0228
2022-11-12 22:00:00,3.5509,0.0,9.8987,0.0219
2022-11-12 23:00:00,3.4938,0.0,10.1488,0.0221
2022-11-13 00:00:00,3.5144,0.0,10.0223,0.0225
2022-11-13 01:00:00,3.5037,0.0,10.034,0.022
2022-11-13 02:00:00,3.5518,0.0,10.111,0.0225
2022-11-13 03:00:00,3.5205,0.0,10.4977,0.0229
2022-11-13 04:00:00,3.4804,0.0,10.2737,0.0228
2022-11-13 05:00:00,3.4754,0.0,10.5567,0.0227
2022-11-13 06:00:00,3.47,0.0,10.9397,0.0227
2022-11-13 07:00:00,3.4945,0.0,11.064,0.0223
2022-11-13 08:00:00,3.6512,0.0,10.8988,0.0228
2022-11-13 09:00:00,3.5032,0.0,10.9743,0.0219
2022-11-13 10:00:00,3.5059,0.0,10.6766,0.0217
2022-11-13 11:00:00,3.512,0.0,10.7973,0.0216
2022-11-13 12:00:00,4.1149,0.0,10.1494,0.0217
2022-11-13 13:00:00,4.9376,0.0,10.0678,0.0217
2022-11-13 14:00:00,4.9248,0.0,9.7122,0.022
2022-11-13 15:00:00,4.9159,0.0,10.1412,0.0216
2022-11-13 16:00:00,4.8965,0.0,10.0238,0.0218
2022-11-13 17:00:00,4.8853,0.0,10.6446,0.0213
2022-11-13 18:00:00,4.262,0.0,10.8988,0.0207
2022-11-13 19:00:00,3.5088,0.0,10.5397,0.0212
2022-11-13 20:00:00,3.538,0.0,10.7155,0.0211
2022-11-13 21:00:00,3.5303,0.0,10.6286,0.0217
2022-11-13 22:00:00,3.608,0.0,10.4742,0.0217
2022-11-13 23:00:00,3.504,0.0,10.1604,0.0214
2022-11-14 00:00:00,3.5386,0.0,10.3961,0.0214
2022-11-14 01:00:00,3.4763,0.0,10.6544,0.0215
2022-11-14 02:00:00,3.4857,0.0,10.9696,0.0217
2022-11-14 03:00:00,3.4958,0.0,11.2741,0.0217
2022-11-14 04:00:00,3.4558,0.0,11.5322,0.0216
2022-11-14 05:00:00,3.4717,0.0,11.7069,0.0213
2022-11-14 06:00:00,3.4703,0.0,12.6791,0.0217
2022-11-14 07:00:00,3.9297,0.0,16.1278,0.0216
2022-11-14 08:00:00,7.5683,0.0,22.8679,0.7219
2022-11-14 09:00:00,16.9133,0.0,33.1604,3.7524
2022-11-14 10:00:00,10.943,0.0,25.536,2.0568
2022-11-14 11:00:00,9.9401,0.0,23.3856,2.0629
2022-11-14 12:00:00,6.816,0.0,21.1139,0.3707
2022-11-14 13:00:00,13.7682,0.0,27.6759,2.7219
2022-11-14 14:00:00,7.7504,0.0,23.2084,0.6915
2022-11-14 15:00:00,7.651,0.0,23.0487,0.6865
2022-11-14 16:00:00,7.5348,0.0,23.242,0.022
2022-11-14 17:00:00,6.3548,0.0,22.3248,0.1796
2022-11-14 18:00:00,3.5851,0.0,15.1173,0.0211
2022-11-14 19:00:00,3.3716,0.0,12.9463,0.0214
2022-11-14 20:00:00,3.4174,0.0,12.4921,0.0211
2022-11-14 21:00:00,3.4468,0.0,12.2492,0.0216
2022-11-14 22:00:00,3.4713,0.0,11.6428,0.0211
2022-11-14 23:00:00,3.445,0.0,11.5918,0.0216
2022-11-15 00:00:00,3.5381,0.0,11.9326,0.0214
2022-11-15 01:00:00,3.5389,0.0,11.4681,0.0217
2022-11-15 02:00:00,3.4439,0.0,11.0225,0.0218
2022-11-15 03:00:00,3.4389,0.0,11.0574,0.0217
2022-11-15 04:00:00,3.4648,0.0,11.3041,0.0216
2022-11-15 05:00:00,3.5052,0.0,11.0132,0.0217
2022-11-15 06:00:00,4.5909,0.0,14.3899,0.0219
2022-11-15 07:00:00,5.1155,0.0,18.0871,0.0219
2022-11-15 08:00:00,8.5146,0.0,23.7896,0.0226
2022-11-15 09:00:00,29.1057,0.0,47.6965,5.0782
2022-11-15 10:00:00,37.6389,0.0,57.7803,7.5476
2022-11-15 11:00:00,20.0184,0.0,34.6389,3.7948
2022-11-15 12:00:00,13.3942,0.0,28.0482,1.9702
2022-11-15 13:00:00,11.8686,0.0,26.8323,0.0266
2022-11-15 14:00:00,11.8628,0.0,26.1291,0.0272
2022-11-15 15:00:00,11.6274,0.0,25.9769,0.0271
2022-11-15 16:00:00,8.0273,0.0,22.6373,0.0227
2022-11-15 17:00:00,6.0998,0.0,19.3482,0.0218
2022-11-15 18:00:00,4.5682,0.0,16.2822,0.0214
2022-11-15 19:00:00,3.6369,0.0,13.5841,0.0215
2022-11-15 20:00:00,3.6991,0.0,10.3436,0.0216
2022-11-15 21:00:00,3.7097,0.0,9.6418,0.0216
2022-11-15 22:00:00,3.7094,0.0,9.146,0.0218
2022-11-15 23:00:00,3.7341,0.0,9.1311,0.0217
2022-11-16 00:00:00,3.7398,0.0,9.6966,0.0205
2022-11-16 01:00:00,3.6405,0.0,9.2011,0.0209
2022-11-16 02:00:00,3.6138,0.0,9.1063,0.0217
2022-11-16 03:00:00,3.6182,0.0,9.2936,0.0217
2022-11-16 04:00:00,3.5859,0.0,9.5141,0.0216
2022-11-16 05:00:00,3.62,0.0,9.3986,0.0217
