Day,Total_consumption
2023-03-22,191.1482
2023-03-23,245.0312
2023-03-24,199.6577
2023-03-25,113.5694
2023-03-26,94.2472
2023-03-27,139.3735
2023-03-28,202.3442
2023-03-29,186.0393
2023-03-30,186.0963
2023-03-31,180.6886
2023-04-01,127.9172
2023-04-02,96.2273
2023-04-03,154.0681
2023-04-04,160.9505
2023-04-05,186.4395
2023-04-06,131.291
2023-04-07,139.8203
2023-04-08,114.0685
2023-04-09,111.9473
2023-04-10,111.9278
2023-04-11,183.5049
2023-04-12,134.8655
2023-04-13,160.1034
2023-04-14,142.3966
2023-04-15,115.6035
2023-04-16,112.1746
2023-04-17,171.8871
2023-04-18,242.4548
2023-04-19,167.0611
2023-04-20,194.1224
2023-04-21,176.4646
2023-04-22,113.9193
2023-04-23,116.6255
2023-04-24,214.7246
2023-04-25,188.9024
2023-04-26,174.3425
2023-04-27,214.3103
2023-04-28,146.8513
2023-04-29,114.9273
2023-04-30,113.8568
2023-05-01,113.7685
2023-05-02,220.946
2023-05-03,219.2749
2023-05-04,239.4018
2023-05-05,187.2946
2023-05-06,118.9391
2023-05-07,117.4273
2023-05-08,181.4212
2023-05-09,227.6455
2023-05-10,174.1839
2023-05-11,239.1684
2023-05-12,213.3858
2023-05-13,118.4222
2023-05-14,116.6003
2023-05-15,172.1047
2023-05-16,164.6478
2023-05-17,186.1505
2023-05-18,117.9404
2023-05-19,155.0428
2023-05-20,118.9422
2023-05-21,102.8204
2023-05-22,134.4016
2023-05-23,195.7327
2023-05-24,182.3665
2023-05-25,251.3974
2023-05-26,177.2065
2023-05-27,126.6364
2023-05-28,118.9207
2023-05-29,104.0984
2023-05-30,284.2391
2023-05-31,186.346
2023-06-01,210.4435
2023-06-02,211.6554
2023-06-03,104.5569
2023-06-04,103.647
2023-06-05,218.8541
2023-06-06,247.4082
2023-06-07,213.9081
2023-06-08,197.0359
2023-06-09,295.1652
2023-06-10,108.0732
2023-06-11,167.7074
2023-06-12,275.6559
2023-06-13,295.3798
2023-06-14,275.2375
2023-06-15,200.2625
2023-06-16,228.1838
2023-06-17,105.5843
2023-06-18,103.3285
2023-06-19,250.5653
2023-06-20,256.0028
2023-06-21,280.8132
2023-06-22,233.3734
2023-06-23,262.2029
2023-06-24,116.0007
2023-06-25,120.7382
2023-06-26,339.8995
2023-06-27,275.1998
2023-06-28,239.4879
2023-06-29,228.7421
2023-06-30,299.5845
2023-07-01,160.9738
2023-07-02,109.0698
2023-07-03,282.9569
2023-07-04,262.4592
2023-07-05,271.8572
2023-07-06,223.7582
2023-07-07,259.071
2023-07-08,109.224
2023-07-09,105.8163
2023-07-10,209.2566
2023-07-11,267.1801
2023-07-12,225.9058
2023-07-13,203.8191
2023-07-14,289.0376
2023-07-15,158.4935
2023-07-16,103.3284
2023-07-17,256.2638
2023-07-18,203.2312
2023-07-19,196.8073
2023-07-20,236.4346
2023-07-21,103.2918
2023-07-22,152.4239
2023-07-23,107.0823
2023-07-24,203.1301
2023-07-25,211.6612
2023-07-26,203.9217
2023-07-27,261.6019
2023-07-28,219.3327
2023-07-29,105.7342
2023-07-30,104.3329
2023-07-31,214.1696
2023-08-01,275.5073
2023-08-02,244.2864
2023-08-03,193.7645
2023-08-04,208.8599
2023-08-05,117.0186
2023-08-06,102.1693
2023-08-07,265.6998
2023-08-08,242.9006
2023-08-09,200.9069
2023-08-10,275.3602
2023-08-11,200.8363
2023-08-12,104.0572
2023-08-13,103.1702
2023-08-14,191.2491
2023-08-15,106.7253
2023-08-16,253.5154
2023-08-17,135.1394
2023-08-18,202.7677
2023-08-19,105.6639
2023-08-20,104.9579
2023-08-21,228.9122
2023-08-22,262.0213
2023-08-23,296.7492
2023-08-24,242.02245599999998
2023-08-25,229.241408
2023-08-26,115.109274
2023-08-27,108.44148823529413
2023-08-28,228.349308
2023-08-29,260.997006
2023-08-30,226.11723999999998
2023-08-31,242.02245599999998
2023-09-01,229.241408
2023-09-02,115.109274
2023-09-03,108.44148823529413
2023-09-04,228.349308
2023-09-05,260.997006
2023-09-06,226.11723999999998
2023-09-07,339.7681
2023-09-08,323.362
2023-09-09,134.3084
2023-09-10,138.2777
2023-09-11,270.1311
2023-09-12,347.0204
2023-09-13,239.8588
2023-09-14,218.5364
2023-09-15,266.1962
2023-09-16,107.5482
2023-09-17,105.9258
2023-09-18,258.1449
2023-09-19,307.9879
2023-09-20,234.8548
2023-09-21,233.9556
2023-09-22,334.5106
2023-09-23,120.6379
2023-09-24,125.2842
2023-09-25,269.1783
2023-09-26,295.4311
2023-09-27,291.2684
2023-09-28,294.2802
2023-09-29,296.2011
2023-09-30,190.3018
2023-10-01,124.6899
2023-10-02,368.8029
2023-10-03,399.5559
2023-10-04,301.5814
2023-10-05,278.0408
2023-10-06,264.8974
2023-10-07,152.5897
2023-10-08,103.9596
2023-10-09,328.0228
2023-10-10,368.3575
2023-10-11,367.4372
2023-10-12,231.0409
2023-10-13,334.8649
2023-10-14,107.0486
2023-10-15,105.0827
2023-10-16,296.076
2023-10-17,338.8686
2023-10-18,212.7777
2023-10-19,275.3983
2023-10-20,303.5619
2023-10-21,105.9347
2023-10-22,104.1909
2023-10-23,365.6369
2023-10-24,347.891
2023-10-25,269.3574
2023-10-26,427.5567
2023-10-27,280.2891
2023-10-28,105.9011
2023-10-29,109.1879
2023-10-30,368.7114
2023-10-31,248.8463
2023-11-01,110.9313
2023-11-02,302.14
2023-11-03,313.4444
2023-11-04,105.0649
2023-11-05,103.737
2023-11-06,277.595
2023-11-07,424.1065
2023-11-08,283.6273
2023-11-09,386.7539
2023-11-10,335.369
2023-11-11,95.665
2023-11-12,94.051
2023-11-13,258.2001
2023-11-14,480.0695
2023-11-15,292.9684
2023-11-16,397.765
2023-11-17,285.2119
2023-11-18,103.5434
2023-11-19,102.6242
2023-11-20,354.5395
2023-11-21,416.3224
2023-11-22,297.0573
2023-11-23,362.2483
2023-11-24,343.8133
2023-11-25,102.8592
2023-11-26,100.2181
2023-11-27,305.7528
2023-11-28,488.8649
2023-11-29,281.565
2023-11-30,390.1775
2023-12-01,480.1737
2023-12-02,107.4442
2023-12-03,99.8724
2023-12-04,310.1187
2023-12-05,444.8645
2023-12-06,319.1126
2023-12-07,415.936
2023-12-08,326.522
2023-12-09,107.2492
2023-12-10,104.3525
2023-12-11,412.4323
2023-12-12,407.6349
2023-12-13,290.7816
2023-12-14,373.8076
2023-12-15,231.4964
2023-12-16,107.8415
2023-12-17,154.442
2023-12-18,311.5618
2023-12-19,384.1791
2023-12-20,436.4045
2023-12-21,343.7668
2023-12-22,245.7694
2023-12-23,108.1635
2023-12-24,105.1392
2023-12-25,149.7493
2023-12-26,283.0602
2023-12-27,324.0294
2023-12-28,187.2168
2023-12-29,153.9844
2023-12-30,107.3908
2023-12-31,105.2474
2024-01-01,105.8498
2024-01-02,440.4996
2024-01-03,348.1919
2024-01-04,444.7973
2024-01-05,290.3454
2024-01-06,107.2829
2024-01-07,103.7059
2024-01-08,472.8963
2024-01-09,296.2202
2024-01-10,373.4652
2024-01-11,342.8504
2024-01-12,591.2047
2024-01-13,109.0074
2024-01-14,116.3518
2024-01-15,485.2236
2024-01-16,462.3531
2024-01-17,303.7029
2024-01-18,384.4741
2024-01-19,404.5775
2024-01-20,109.6135
2024-01-21,120.1958
2024-01-22,376.3464
2024-01-23,423.5883
2024-01-24,359.5188
2024-01-25,339.5786
2024-01-26,251.0993
2024-01-27,112.1369
2024-01-28,110.9693
2024-01-29,495.3969
2024-01-30,312.205
2024-01-31,344.8269
2024-02-01,364.202
2024-02-02,250.9203
2024-02-03,112.3815
2024-02-04,111.0754
2024-02-05,346.191
2024-02-06,392.5719
2024-02-07,486.5703
2024-02-08,276.9977
2024-02-09,288.4654
2024-02-10,112.688
2024-02-11,114.2507
2024-02-12,377.5121
2024-02-13,349.2385
2024-02-14,327.8139
2024-02-15,288.4994
2024-02-16,254.6803
2024-02-17,120.8165
2024-02-18,110.8944
2024-02-19,442.3535
2024-02-20,373.5128
2024-02-21,394.4825
2024-02-22,350.5508
2024-02-23,247.8601
2024-02-24,113.0118
2024-02-25,112.2781
2024-02-26,301.7946
2024-02-27,293.1976
2024-02-28,354.6592
2024-02-29,413.6045
2024-03-01,283.2119
2024-03-02,113.8888
2024-03-03,120.7555
2024-03-04,355.3231
2024-03-05,295.8831
2024-03-06,265.5244
2024-03-07,407.0707
2024-03-08,235.0276
2024-03-09,120.3065
2024-03-10,111.6488
2024-03-11,365.8283
2024-03-12,317.1776
2024-03-13,219.7775
2024-03-14,490.5959
2024-03-15,203.2275
2024-03-16,112.7371
2024-03-17,110.6959
2024-03-18,388.5399
2024-03-19,372.2306
2024-03-20,243.6541
2024-03-21,323.5998
2024-03-22,287.1234
2024-03-23,120.3262
2024-03-24,110.735
2024-03-25,363.2234
2024-03-26,224.831
2024-03-27,265.8443
2024-03-28,431.6675
2024-03-29,319.3861
2024-03-30,113.3161
2024-03-31,107.8505
2024-04-01,111.5154
2024-04-02,247.0152
2024-04-03,454.107
2024-04-04,236.5576
2024-04-05,214.9507
2024-04-06,113.0242
2024-04-07,111.0534
2024-04-08,388.2425
2024-04-09,292.6949
2024-04-10,298.7072
2024-04-11,270.9529
2024-04-12,320.2958
2024-04-13,113.8804
2024-04-14,111.1823
2024-04-15,423.7691
2024-04-16,462.3346
2024-04-17,224.6238
2024-04-18,363.9744
2024-04-19,268.6347
2024-04-20,113.5033
2024-04-21,111.7591
2024-04-22,444.0599
2024-04-23,335.4992
2024-04-24,279.8473
2024-04-25,377.1284
2024-04-26,192.4401
2024-04-27,114.3296
2024-04-28,113.4952
2024-04-29,395.1448
2024-04-30,321.41
2024-05-01,145.7593
2024-05-02,541.5118
2024-05-03,218.434
2024-05-04,114.4743
2024-05-05,112.5739
2024-05-06,344.6442
2024-05-07,396.1851
2024-05-08,422.9269
2024-05-09,118.8536
2024-05-10,224.2163
2024-05-11,157.4286
2024-05-12,114.5101
2024-05-13,514.0097
2024-05-14,260.1371
2024-05-15,184.0069
2024-05-16,360.2348
2024-05-17,408.3806
2024-05-18,114.361
2024-05-19,112.1387
2024-05-20,112.8824
2024-05-21,549.3526
2024-05-22,321.0511
2024-05-23,432.6945
2024-05-24,216.8734
2024-05-25,109.7151
2024-05-26,157.3053
2024-05-27,369.7553
2024-05-28,437.756
2024-05-29,284.7167
2024-05-30,364.5452
2024-05-31,318.337
2024-06-01,114.6601
2024-06-02,112.7003
2024-06-03,387.242
2024-06-04,470.2134
2024-06-05,204.6278
2024-06-06,277.9694
2024-06-07,451.4757
2024-06-08,120.90847346938776
2024-06-09,117.99504081632652
2024-06-10,358.2081
2024-06-11,230.4769
2024-06-12,239.8351
2024-06-13,331.8844
2024-06-14,242.7731
2024-06-15,120.90847346938776
2024-06-16,117.99504081632652
2024-06-17,318.5746
2024-06-18,355.5021
2024-06-19,246.6813
2024-06-20,295.4816
2024-06-21,293.8695
2024-06-22,120.90847346938776
2024-06-23,117.99504081632652
2024-06-24,245.9278
2024-06-25,381.834
2024-06-26,307.5998
2024-06-27,542.9361
2024-06-28,369.4419
2024-06-29,113.5016
2024-06-30,111.6087
2024-07-01,338.6586
2024-07-02,449.04569999999995
2024-07-03,236.0937
2024-07-04,406.4074
2024-07-05,173.7542
2024-07-06,111.8418
2024-07-07,109.25890000000001
2024-07-08,303.3587
2024-07-09,325.4353
2024-07-10,172.5165
2024-07-11,362.2011
2024-07-12,183.8604
2024-07-13,112.3252
2024-07-14,111.0932
2024-07-15,394.9294
2024-07-16,344.1497
2024-07-17,242.11579999999998
2024-07-18,411.5122
2024-07-19,177.48669999999998
2024-07-20,116.023
2024-07-21,111.3803
2024-07-22,332.0393
2024-07-23,430.403
2024-07-24,252.8924
2024-07-25,510.4536
2024-07-26,259.437
2024-07-27,113.2594
2024-07-28,113.1722
2024-07-29,362.2343
2024-07-30,349.0113
2024-07-31,413.31239999999997
2024-08-01,440.2232
2024-08-02,277.5916
2024-08-03,130.72910000000002
2024-08-04,111.8954
2024-08-05,362.8371
2024-08-06,496.772
2024-08-07,233.3777
2024-08-08,362.4352
2024-08-09,175.7935
2024-08-10,115.1067
2024-08-11,114.64500000000001
2024-08-12,304.33209999999997
2024-08-13,377.0358
2024-08-14,259.1735
2024-08-15,119.75999999999999
2024-08-16,241.631
2024-08-17,114.19550000000001
2024-08-18,111.4388
2024-08-19,315.964
2024-08-20,341.2601
2024-08-21,316.2144
2024-08-22,388.2669
2024-08-23,183.7035
2024-08-24,113.45830000000001
2024-08-25,110.8211
2024-08-26,317.0167
2024-08-27,379.74920000000003
2024-08-28,316.0269
2024-08-29,279.1168
2024-08-30,312.8401
2024-08-31,114.3355
2024-09-01,136.43619999999999
2024-09-02,281.4461
2024-09-03,355.9326
2024-09-04,328.1528
2024-09-05,371.1728
2024-09-06,292.5631
2024-09-07,115.1878
2024-09-08,135.2976
2024-09-09,404.4696
2024-09-10,318.2588
2024-09-11,323.46540000000005
2024-09-12,467.9408
2024-09-13,252.26909999999998
2024-09-14,142.5797
2024-09-15,137.2317
2024-09-16,637.0792
2024-09-17,297.2824
2024-09-18,329.6131
2024-09-19,341.1581
2024-09-20,233.3688
2024-09-21,116.5648
2024-09-22,113.72470000000001
2024-09-23,400.8329
2024-09-24,437.62919999999997
2024-09-25,381.94899999999996
2024-09-26,341.4973
2024-09-27,303.1919
2024-09-28,201.1285
2024-09-29,124.4246
2024-09-30,437.8325
2024-10-01,412.1783
2024-10-02,332.7738
2024-10-03,485.1871
2024-10-04,306.83050000000003
2024-10-05,158.539
2024-10-06,117.7756
2024-10-07,569.9702
2024-10-08,700.9435
2024-10-09,652.6341
2024-10-10,396.9136
2024-10-11,325.009
2024-10-12,120.47749999999999
2024-10-13,117.5669
2024-10-14,702.6662
2024-10-15,398.5983
2024-10-16,623.2105
2024-10-17,721.8591
2024-10-18,315.887
2024-10-19,119.584
2024-10-20,117.7587
2024-10-21,634.3928000000001
2024-10-22,742.1302000000001
2024-10-23,494.6328
2024-10-24,600.6071999999999
2024-10-25,499.8587
2024-10-26,119.0581
2024-10-27,121.6908
2024-10-28,572.4237
2024-10-29,592.2479000000001
2024-10-30,446.23
2024-10-31,487.74240000000003
2024-11-01,116.7567
2024-11-02,125.6303
2024-11-03,116.69
2024-11-04,616.3621
2024-11-05,792.7226
2024-11-06,424.6766
2024-11-07,584.9278
2024-11-08,528.6543
2024-11-09,131.3397
2024-11-10,122.19239999999999
2024-11-11,122.84259999999999
2024-11-12,877.3371
2024-11-13,430.51189999999997
2024-11-14,601.4309000000001
2024-11-15,460.2226
2024-11-16,124.5966
2024-11-17,122.47170000000001
2024-11-18,820.9917
2024-11-19,610.7048
2024-11-20,604.5313
2024-11-21,657.7677
2024-11-22,397.8483
2024-11-23,119.2142
2024-11-24,118.361
2024-11-25,572.9049
2024-11-26,550.8029
2024-11-27,439.14549999999997
2024-11-28,849.4416000000001
2024-11-29,390.18820000000005
2024-11-30,127.582
2024-12-01,145.8891
2024-12-02,535.5666
2024-12-03,705.5924
2024-12-04,306.6052
2024-12-05,656.3477
2024-12-06,537.4182999999999
2024-12-07,135.7181
2024-12-08,134.8763
2024-12-09,540.7687
2024-12-10,788.531
2024-12-11,438.09
2024-12-12,771.9012
2024-12-13,349.9432
2024-12-14,123.0269
2024-12-15,139.55110000000002
2024-12-16,656.1913
2024-12-17,434.2292
2024-12-18,840.6946
2024-12-19,462.66929999999996
2024-12-20,318.44190000000003
2024-12-21,127.61699999999999
2024-12-22,118.6055
2024-12-23,525.9037000000001
2024-12-24,252.20239999999998
2024-12-25,118.56580000000001
2024-12-26,309.3709
2024-12-27,235.7292
2024-12-28,119.0051
2024-12-29,117.7741
2024-12-30,436.0687
2024-12-31,162.95329999999998
2025-01-01,119.03479999999999
2025-01-02,654.6657
2025-01-03,395.3404
2025-01-04,118.0118
2025-01-05,116.29129999999999
2025-01-06,545.0028
2025-01-07,458.29690000000005
2025-01-08,551.8397
2025-01-09,732.0563999999999
2025-01-10,827.0296
2025-01-11,120.3967
2025-01-12,118.6439
2025-01-13,548.3522
2025-01-14,815.6001
2025-01-15,578.8237
2025-01-16,569.0576
2025-01-17,804.6219000000001
2025-01-18,120.5333
2025-01-19,117.51719999999999
2025-01-20,620.8413
2025-01-21,595.9005
2025-01-22,511.94640000000004
2025-01-23,673.9228
2025-01-24,310.5502
2025-01-25,124.17
2025-01-26,140.86059999999998
2025-01-27,721.899
2025-01-28,679.8059000000001
2025-01-29,615.699
2025-01-30,530.3507999999999
2025-01-31,563.4757999999999
2025-02-01,121.9605
2025-02-02,120.0849
2025-02-03,646.7715000000001
2025-02-04,712.4478999999999
2025-02-05,471.82669999999996
2025-02-06,573.6886
2025-02-07,393.9127
2025-02-08,121.0522
2025-02-09,118.9713
2025-02-10,621.4021
2025-02-11,650.6946
2025-02-12,394.0716
2025-02-13,899.7548999999999
2025-02-14,350.12440000000004
2025-02-15,123.209
2025-02-16,143.8159
2025-02-17,642.163
2025-02-18,879.3733
2025-02-19,428.92719999999997
