Week,Measurement,Phase,Consumption
2024-W18,Grid Organi lbc,PHASEA,1213612.6
2024-W18,Grid Organi lbc,PHASEB,1213612.6
2024-W18,Grid Organi lbc,PHASEC,1224393.8
2024-W18,Chargers,PHASEA,1275683.4
2024-W18,Chargers,PHASEB,288640.0
2024-W18,Chargers,PHASEC,284984.7
2024-W18,Solar,PHASEA,280309.7
2024-W18,Solar,PHASEB,-21463.300000000003
2024-W19,Grid Organi lbc,PHASEA,1178555.1
2024-W19,Grid Organi lbc,PHASEB,1178555.1
2024-W19,Grid Organi lbc,PHASEC,1188716.1
2024-W19,Chargers,PHASEA,1238767.2999999998
2024-W19,Chargers,PHASEB,269834.5
2024-W19,Chargers,PHASEC,270163.0
2024-W19,Solar,PHASEA,271602.7
2024-W19,Solar,PHASEB,-16300.500000000007
2024-W20,Grid Organi lbc,PHASEA,1312729.4
2024-W20,Grid Organi lbc,PHASEB,1312729.4
2024-W20,Grid Organi lbc,PHASEC,1319322.6
2024-W20,Chargers,PHASEA,1365794.5
2024-W20,Chargers,PHASEB,320921.4
2024-W20,Chargers,PHASEC,266552.9
2024-W20,Solar,PHASEA,276815.0
2024-W20,Solar,PHASEB,12915.3
2024-W21,Grid Organi lbc,PHASEA,1216328.8
2024-W21,Grid Organi lbc,PHASEB,1216328.8
2024-W21,Grid Organi lbc,PHASEC,1216573.5
2024-W21,Chargers,PHASEA,1254662.6
2024-W21,Chargers,PHASEB,352519.6
2024-W21,Chargers,PHASEC,292692.2
2024-W21,Solar,PHASEA,310623.29999999993
2024-W21,Solar,PHASEB,-9111.800000000001
2024-W22,Grid Organi lbc,PHASEA,1288669.5
2024-W22,Grid Organi lbc,PHASEB,1288669.5
2024-W22,Grid Organi lbc,PHASEC,1283328.1
2024-W22,Chargers,PHASEA,1367381.0
2024-W22,Chargers,PHASEB,321174.5
2024-W22,Chargers,PHASEC,313915.1
2024-W22,Solar,PHASEA,364533.19999999995
2024-W22,Solar,PHASEB,14.0
2024-W23,Grid Organi lbc,PHASEA,1077205.2000000002
2024-W23,Grid Organi lbc,PHASEB,1077205.2000000002
2024-W23,Grid Organi lbc,PHASEC,1049999.4
2024-W23,Chargers,PHASEA,1111727.5999999999
2024-W23,Chargers,PHASEB,409458.5
2024-W23,Chargers,PHASEC,364929.30000000005
2024-W23,Solar,PHASEA,371233.2
2024-W23,Solar,PHASEB,-58.49999999999999
2024-W24,Grid Organi lbc,PHASEA,902734.9
2024-W24,Grid Organi lbc,PHASEB,902734.9
2024-W24,Grid Organi lbc,PHASEC,829595.6000000001
2024-W24,Chargers,PHASEA,962818.2999999999
2024-W24,Chargers,PHASEB,302345.4
2024-W24,Chargers,PHASEC,259189.09999999998
2024-W24,Solar,PHASEA,323262.30000000005
2024-W25,Grid Organi lbc,PHASEA,987847.4
2024-W25,Grid Organi lbc,PHASEB,987847.4
2024-W25,Grid Organi lbc,PHASEC,1012521.8
2024-W25,Chargers,PHASEA,1079958.7
2024-W25,Chargers,PHASEB,284843.5
2024-W25,Chargers,PHASEC,230644.5
2024-W25,Solar,PHASEA,262002.80000000005
2024-W26,Grid Organi lbc,PHASEA,953606.0
2024-W26,Grid Organi lbc,PHASEB,953606.0
2024-W26,Grid Organi lbc,PHASEC,853970.0
2024-W26,Chargers,PHASEA,1040140.7
2024-W26,Chargers,PHASEB,420966.89999999997
2024-W26,Chargers,PHASEC,380855.9
2024-W26,Solar,PHASEA,403364.8
2024-W26,Solar,PHASEB,222974.7
2024-W26,Solar,PHASEC,225728.00000000003
2024-W26,Chargers achteraan,PHASEA,224812.4
2024-W26,Chargers achteraan,PHASEB,3051.8999999999996
2024-W26,Chargers achteraan,PHASEC,3022.1
2024-W27,Grid Organi lbc,PHASEA,827822.6000000001
2024-W27,Grid Organi lbc,PHASEB,827822.6000000001
2024-W27,Grid Organi lbc,PHASEC,884277.1000000001
2024-W27,Chargers,PHASEA,938802.5
2024-W27,Chargers,PHASEB,246504.7
2024-W27,Chargers,PHASEC,250942.8
2024-W27,Solar,PHASEA,241757.0
2024-W27,Solar,PHASEB,322015.8
2024-W27,Solar,PHASEC,325776.3
2024-W27,Chargers achteraan,PHASEA,324160.2
2024-W27,Chargers achteraan,PHASEB,30669.0
2024-W27,Chargers achteraan,PHASEC,33981.100000000006
2024-W28,Grid Organi lbc,PHASEA,712445.7
2024-W28,Grid Organi lbc,PHASEB,712445.7
2024-W28,Grid Organi lbc,PHASEC,732282.8
2024-W28,Chargers,PHASEA,843527.8
2024-W28,Chargers,PHASEB,147522.10000000003
2024-W28,Chargers,PHASEC,143739.19999999998
2024-W28,Solar,PHASEA,152413.2
2024-W28,Solar,PHASEB,365783.2
2024-W28,Solar,PHASEC,370184.30000000005
2024-W28,Chargers achteraan,PHASEA,368220.80000000005
2024-W28,Chargers achteraan,PHASEB,34447.3
2024-W28,Chargers achteraan,PHASEC,33333.2
2024-W29,Grid Organi lbc,PHASEA,827023.3999999999
2024-W29,Grid Organi lbc,PHASEB,827023.3999999999
2024-W29,Grid Organi lbc,PHASEC,823924.3
2024-W29,Chargers,PHASEA,989221.7
2024-W29,Chargers,PHASEB,146645.0
2024-W29,Chargers,PHASEC,147080.0
2024-W29,Solar,PHASEA,203065.40000000002
2024-W29,Solar,PHASEB,398195.2
2024-W29,Solar,PHASEC,402933.2
2024-W29,Chargers achteraan,PHASEA,400987.0
2024-W29,Chargers achteraan,PHASEB,59517.899999999994
2024-W29,Chargers achteraan,PHASEC,54145.5
2024-W30,Grid Organi lbc,PHASEA,904217.7000000001
2024-W30,Grid Organi lbc,PHASEB,904217.7000000001
2024-W30,Grid Organi lbc,PHASEC,988163.4000000001
2024-W30,Chargers,PHASEA,1067421.3
2024-W30,Chargers,PHASEB,210272.3
2024-W30,Chargers,PHASEC,242562.5
2024-W30,Solar,PHASEA,245245.09999999998
2024-W30,Solar,PHASEB,374479.1
2024-W30,Solar,PHASEC,378926.30000000005
2024-W30,Chargers achteraan,PHASEA,377082.10000000003
2024-W30,Chargers achteraan,PHASEB,56266.7
2024-W30,Chargers achteraan,PHASEC,58052.0
2024-W31,Grid Organi lbc,PHASEA,964794.2
2024-W31,Grid Organi lbc,PHASEB,964794.2
2024-W31,Grid Organi lbc,PHASEC,987469.0999999999
2024-W31,Chargers,PHASEA,1180745.1
2024-W31,Chargers,PHASEB,214917.40000000002
2024-W31,Chargers,PHASEC,239415.7
2024-W31,Solar,PHASEA,281356.4
2024-W31,Solar,PHASEB,360905.3
2024-W31,Solar,PHASEC,365288.7
2024-W31,Chargers achteraan,PHASEA,363590.0
2024-W31,Chargers achteraan,PHASEB,42093.2
2024-W31,Chargers achteraan,PHASEC,44235.9
2024-W32,Grid Organi lbc,PHASEA,833299.7
2024-W32,Grid Organi lbc,PHASEB,833299.7
2024-W32,Grid Organi lbc,PHASEC,826464.0999999999
2024-W32,Chargers,PHASEA,963036.3
2024-W32,Chargers,PHASEB,194551.9
2024-W32,Chargers,PHASEC,186299.90000000002
2024-W32,Solar,PHASEA,206142.30000000005
2024-W32,Solar,PHASEB,426396.6
2024-W32,Solar,PHASEC,431314.5
2024-W32,Chargers achteraan,PHASEA,429526.99999999994
2024-W32,Chargers achteraan,PHASEB,42345.7
2024-W32,Chargers achteraan,PHASEC,45206.4
2024-W33,Grid Organi lbc,PHASEA,732611.2000000001
2024-W33,Grid Organi lbc,PHASEB,732611.2000000001
2024-W33,Grid Organi lbc,PHASEC,759124.7
2024-W33,Chargers,PHASEA,937019.1
2024-W33,Chargers,PHASEB,97176.1
2024-W33,Chargers,PHASEC,115183.1
2024-W33,Solar,PHASEA,156329.6
2024-W33,Solar,PHASEB,323922.7
2024-W33,Solar,PHASEC,327497.4
2024-W33,Chargers achteraan,PHASEA,326285.6
2024-W33,Chargers achteraan,PHASEB,24285.300000000003
2024-W33,Chargers achteraan,PHASEC,27617.5
2024-W34,Grid Organi lbc,PHASEA,896784.5
2024-W34,Grid Organi lbc,PHASEB,896784.5
2024-W34,Grid Organi lbc,PHASEC,927787.1
2024-W34,Chargers,PHASEA,973905.5999999999
2024-W34,Chargers,PHASEB,168407.59999999998
2024-W34,Chargers,PHASEC,213623.89999999997
2024-W34,Solar,PHASEA,159155.8
2024-W34,Solar,PHASEB,318809.30000000005
2024-W34,Solar,PHASEC,322460.3
2024-W34,Chargers achteraan,PHASEA,320955.0
2024-W34,Chargers achteraan,PHASEB,46684.7
2024-W34,Chargers achteraan,PHASEC,46111.5
2024-W35,Grid Organi lbc,PHASEA,991125.2999999999
2024-W35,Grid Organi lbc,PHASEB,991125.2999999999
2024-W35,Grid Organi lbc,PHASEC,957997.2
2024-W35,Chargers,PHASEA,1049483.5
2024-W35,Chargers,PHASEB,152120.4
2024-W35,Chargers,PHASEC,155393.59999999998
2024-W35,Solar,PHASEA,166200.8
2024-W35,Solar,PHASEB,357976.6
2024-W35,Solar,PHASEC,362408.8
2024-W35,Chargers achteraan,PHASEA,360710.4
2024-W35,Chargers achteraan,PHASEB,67870.1
2024-W35,Chargers achteraan,PHASEC,69943.40000000001
2024-W36,Grid Organi lbc,PHASEA,1061375.5
2024-W36,Grid Organi lbc,PHASEB,1061375.5
2024-W36,Grid Organi lbc,PHASEC,1071615.2
2024-W36,Chargers,PHASEA,1168672.4000000001
2024-W36,Chargers,PHASEB,199156.6
2024-W36,Chargers,PHASEC,194530.8
2024-W36,Solar,PHASEA,165124.8
2024-W36,Solar,PHASEB,207814.59999999998
2024-W36,Solar,PHASEC,210279.0
2024-W36,Chargers achteraan,PHASEA,209296.9
2024-W36,Chargers achteraan,PHASEB,52598.3
2024-W36,Chargers achteraan,PHASEC,55497.8
2024-W37,Grid Organi lbc,PHASEA,1073422.3
2024-W37,Grid Organi lbc,PHASEB,1073422.3
2024-W37,Grid Organi lbc,PHASEC,1042303.2
2024-W37,Chargers,PHASEA,1206490.0
2024-W37,Chargers,PHASEB,232996.10000000003
2024-W37,Chargers,PHASEC,233983.5
2024-W37,Solar,PHASEA,246189.6
2024-W37,Solar,PHASEB,247743.60000000003
2024-W37,Solar,PHASEC,250246.3
2024-W37,Chargers achteraan,PHASEA,249203.7
2024-W37,Chargers achteraan,PHASEB,61552.3
2024-W37,Chargers achteraan,PHASEC,61989.5
2024-W38,Grid Organi lbc,PHASEA,1067572.6
2024-W38,Grid Organi lbc,PHASEB,1067572.6
2024-W38,Grid Organi lbc,PHASEC,1123524.7
2024-W38,Chargers,PHASEA,1185915.3
2024-W38,Chargers,PHASEB,252774.7
2024-W38,Chargers,PHASEC,258899.09999999998
2024-W38,Solar,PHASEA,249629.5
2024-W38,Solar,PHASEB,260133.59999999998
2024-W38,Solar,PHASEC,263104.1
2024-W38,Chargers achteraan,PHASEA,261923.4
2024-W38,Chargers achteraan,PHASEB,54229.9
2024-W38,Chargers achteraan,PHASEC,55048.7
2024-W39,Grid Organi lbc,PHASEA,1279553.0
2024-W39,Grid Organi lbc,PHASEB,1279553.0
2024-W39,Grid Organi lbc,PHASEC,1254683.9
2024-W39,Chargers,PHASEA,1343666.7
2024-W39,Chargers,PHASEB,247935.0
2024-W39,Chargers,PHASEC,255031.6
2024-W39,Solar,PHASEA,245560.69999999998
2024-W39,Solar,PHASEB,178284.9
2024-W39,Solar,PHASEC,180087.3
2024-W39,Chargers achteraan,PHASEA,179405.0
2024-W39,Chargers achteraan,PHASEB,80613.6
2024-W39,Chargers achteraan,PHASEC,84001.5
2024-W40,Grid Organi lbc,PHASEA,1307640.2000000002
2024-W40,Grid Organi lbc,PHASEB,1307640.2000000002
2024-W40,Grid Organi lbc,PHASEC,1252786.9
2024-W40,Chargers,PHASEA,1381853.9
2024-W40,Chargers,PHASEB,209434.8
2024-W40,Chargers,PHASEC,214096.7
2024-W40,Solar,PHASEA,251722.5
2024-W40,Solar,PHASEB,178999.5
2024-W40,Solar,PHASEC,180580.6
2024-W40,Chargers achteraan,PHASEA,179991.69999999998
2024-W40,Chargers achteraan,PHASEB,131790.4
2024-W40,Chargers achteraan,PHASEC,133949.3
2024-W41,Grid Organi lbc,PHASEA,1434338.9000000001
2024-W41,Grid Organi lbc,PHASEB,1434338.9000000001
2024-W41,Grid Organi lbc,PHASEC,1353067.5999999999
2024-W41,Chargers,PHASEA,1453012.1
2024-W41,Chargers,PHASEB,258673.8
2024-W41,Chargers,PHASEC,245906.0
2024-W41,Solar,PHASEA,259789.40000000002
2024-W41,Solar,PHASEB,152775.69999999998
2024-W41,Solar,PHASEC,154150.6
2024-W41,Chargers achteraan,PHASEA,153581.8
2024-W41,Chargers achteraan,PHASEB,387270.1
2024-W41,Chargers achteraan,PHASEC,385071.0
2024-W42,Grid Organi lbc,PHASEA,1441046.2000000002
2024-W42,Grid Organi lbc,PHASEB,1441046.2000000002
2024-W42,Grid Organi lbc,PHASEC,1448826.7
2024-W42,Chargers,PHASEA,1502873.3
2024-W42,Chargers,PHASEB,206454.39999999997
2024-W42,Chargers,PHASEC,245532.5
2024-W42,Solar,PHASEA,195090.8
2024-W42,Solar,PHASEB,101334.7
2024-W42,Solar,PHASEC,101924.1
2024-W42,Chargers achteraan,PHASEA,101853.3
2024-W42,Chargers achteraan,PHASEB,470255.6
2024-W42,Chargers achteraan,PHASEC,472594.70000000007
2024-W43,Grid Organi lbc,PHASEA,1525623.5
2024-W43,Grid Organi lbc,PHASEB,1525623.5
2024-W43,Grid Organi lbc,PHASEC,1531509.5
2024-W43,Chargers,PHASEA,1565150.8
2024-W43,Chargers,PHASEB,242775.00000000003
2024-W43,Chargers,PHASEC,259156.90000000002
2024-W43,Solar,PHASEA,231599.8
2024-W43,Solar,PHASEB,147726.2
2024-W43,Solar,PHASEC,148938.7
2024-W43,Chargers achteraan,PHASEA,148570.2
2024-W43,Chargers achteraan,PHASEB,494056.6
2024-W43,Chargers achteraan,PHASEC,502661.10000000003
2024-W44,Grid Organi lbc,PHASEA,1322497.3
2024-W44,Grid Organi lbc,PHASEB,1322497.3
2024-W44,Grid Organi lbc,PHASEC,1364545.9000000001
2024-W44,Chargers,PHASEA,1325719.1999999997
2024-W44,Chargers,PHASEB,204498.90000000002
2024-W44,Chargers,PHASEC,257613.6
2024-W44,Solar,PHASEA,201847.9
2024-W44,Solar,PHASEB,66816.9
2024-W44,Solar,PHASEC,66991.5
2024-W44,Chargers achteraan,PHASEA,67169.1
2024-W44,Chargers achteraan,PHASEB,295305.6
2024-W44,Chargers achteraan,PHASEC,307414.6
2024-W45,Grid Organi lbc,PHASEA,1732519.1
2024-W45,Grid Organi lbc,PHASEB,1732519.1
2024-W45,Grid Organi lbc,PHASEC,1613803.9
2024-W45,Chargers,PHASEA,1662918.2
2024-W45,Chargers,PHASEB,266084.4
2024-W45,Chargers,PHASEC,277002.69999999995
2024-W45,Solar,PHASEA,260811.9
2024-W45,Solar,PHASEB,34538.5
2024-W45,Solar,PHASEC,34250.899999999994
2024-W45,Chargers achteraan,PHASEA,34707.5
2024-W45,Chargers achteraan,PHASEB,484703.89999999997
2024-W45,Chargers achteraan,PHASEC,475458.8
2024-W46,Grid Organi lbc,PHASEA,1466910.5
2024-W46,Grid Organi lbc,PHASEB,1466910.5
2024-W46,Grid Organi lbc,PHASEC,1380903.0999999999
2024-W46,Chargers,PHASEA,1481696.6
2024-W46,Chargers,PHASEB,249493.2
2024-W46,Chargers,PHASEC,215919.3
2024-W46,Solar,PHASEA,224817.90000000002
2024-W46,Solar,PHASEB,58934.3
2024-W46,Solar,PHASEC,58976.2
2024-W46,Chargers achteraan,PHASEA,59233.8
2024-W46,Chargers achteraan,PHASEB,342807.6
2024-W46,Chargers achteraan,PHASEC,390262.9
2024-W47,Grid Organi lbc,PHASEA,1828397.5
2024-W47,Grid Organi lbc,PHASEB,1828397.5
2024-W47,Grid Organi lbc,PHASEC,1634800.5
2024-W47,Chargers,PHASEA,1709887.4
2024-W47,Chargers,PHASEB,287616.3
2024-W47,Chargers,PHASEC,276651.30000000005
2024-W47,Solar,PHASEA,294848.0
2024-W47,Solar,PHASEB,54604.5
2024-W47,Solar,PHASEC,54570.6
2024-W47,Chargers achteraan,PHASEA,54830.8
2024-W47,Chargers achteraan,PHASEB,472894.4
2024-W47,Chargers achteraan,PHASEC,527538.8
2024-W48,Grid Organi lbc,PHASEA,1769068.0999999999
2024-W48,Grid Organi lbc,PHASEB,1769068.0999999999
2024-W48,Grid Organi lbc,PHASEC,1595107.4
2024-W48,Chargers,PHASEA,1601811.5
2024-W48,Chargers,PHASEB,271598.9
2024-W48,Chargers,PHASEC,296717.9
2024-W48,Solar,PHASEA,250868.59999999998
2024-W48,Solar,PHASEB,49457.3
2024-W48,Solar,PHASEC,49419.3
2024-W48,Chargers achteraan,PHASEA,49741.7
2024-W48,Chargers achteraan,PHASEB,416419.9
2024-W48,Chargers achteraan,PHASEC,439664.30000000005
2024-W49,Grid Organi lbc,PHASEA,1704019.9
2024-W49,Grid Organi lbc,PHASEB,1704019.9
2024-W49,Grid Organi lbc,PHASEC,1506057.5
2024-W49,Chargers,PHASEA,1609676.1
2024-W49,Chargers,PHASEB,286150.0
2024-W49,Chargers,PHASEC,281158.10000000003
2024-W49,Solar,PHASEA,268204.3
2024-W49,Solar,PHASEB,36655.600000000006
2024-W49,Solar,PHASEC,36364.899999999994
2024-W49,Chargers achteraan,PHASEA,36801.299999999996
2024-W49,Chargers achteraan,PHASEB,387331.10000000003
2024-W49,Chargers achteraan,PHASEC,411008.0
2024-W50,Grid Organi lbc,PHASEA,1824542.0
2024-W50,Grid Organi lbc,PHASEB,1824542.0
2024-W50,Grid Organi lbc,PHASEC,1569091.5
2024-W50,Chargers,PHASEA,1668378.3
2024-W50,Chargers,PHASEB,308107.3
2024-W50,Chargers,PHASEC,295013.0
2024-W50,Solar,PHASEA,313313.3
2024-W50,Solar,PHASEB,20538.4
2024-W50,Solar,PHASEC,20001.7
2024-W50,Chargers achteraan,PHASEA,20629.1
2024-W50,Chargers achteraan,PHASEB,419633.5
2024-W50,Chargers achteraan,PHASEC,440050.9
2024-W51,Grid Organi lbc,PHASEA,1666180.5
2024-W51,Grid Organi lbc,PHASEB,1666180.5
2024-W51,Grid Organi lbc,PHASEC,1494386.5
2024-W51,Chargers,PHASEA,1622069.0999999999
2024-W51,Chargers,PHASEB,273459.5
2024-W51,Chargers,PHASEC,288392.1
2024-W51,Solar,PHASEA,320223.3
2024-W51,Solar,PHASEB,31908.1
2024-W51,Solar,PHASEC,31531.3
2024-W51,Chargers achteraan,PHASEA,32029.0
2024-W51,Chargers achteraan,PHASEB,380373.6
2024-W51,Chargers achteraan,PHASEC,362125.5
2024-W52,Grid Organi lbc,PHASEA,1258096.7000000002
2024-W52,Grid Organi lbc,PHASEB,1258096.7000000002
2024-W52,Grid Organi lbc,PHASEC,1040974.2
2024-W52,Chargers,PHASEA,1089358.7000000002
2024-W52,Chargers,PHASEB,85694.8
2024-W52,Chargers,PHASEC,85055.5
2024-W52,Solar,PHASEA,82811.7
2024-W52,Solar,PHASEB,27997.100000000002
2024-W52,Solar,PHASEC,27579.3
2024-W52,Chargers achteraan,PHASEA,28123.800000000003
2024-W52,Chargers achteraan,PHASEB,181491.2
2024-W52,Chargers achteraan,PHASEC,208827.2
2025-W01,Grid Organi lbc,PHASEA,1397878.9
2025-W01,Grid Organi lbc,PHASEB,1397878.9
2025-W01,Grid Organi lbc,PHASEC,1159988.2
2025-W01,Chargers,PHASEA,1199155.7999999998
2025-W01,Chargers,PHASEB,199148.19999999998
2025-W01,Chargers,PHASEC,193511.0
2025-W01,Solar,PHASEA,190408.69999999998
2025-W01,Solar,PHASEB,32729.5
2025-W01,Solar,PHASEC,32397.500000000004
2025-W01,Chargers achteraan,PHASEA,32893.4
2025-W01,Chargers achteraan,PHASEB,172824.1
2025-W01,Chargers achteraan,PHASEC,204833.5
2025-W02,Grid Organi lbc,PHASEA,2044869.8
2025-W02,Grid Organi lbc,PHASEB,2044869.8
2025-W02,Grid Organi lbc,PHASEC,1704038.9
2025-W02,Chargers,PHASEA,1714943.4
2025-W02,Chargers,PHASEB,325161.1
2025-W02,Chargers,PHASEC,331484.5
2025-W02,Solar,PHASEA,335580.6
2025-W02,Solar,PHASEB,40008.0
2025-W02,Solar,PHASEC,39803.5
2025-W02,Chargers achteraan,PHASEA,40205.8
2025-W02,Chargers achteraan,PHASEB,465969.1
2025-W02,Chargers achteraan,PHASEC,475502.1
2025-W03,Grid Organi lbc,PHASEA,2133383.8
2025-W03,Grid Organi lbc,PHASEB,2133383.8
2025-W03,Grid Organi lbc,PHASEC,1742052.9
2025-W03,Chargers,PHASEA,1812862.5
2025-W03,Chargers,PHASEB,334951.30000000005
2025-W03,Chargers,PHASEC,358250.6
2025-W03,Solar,PHASEA,406230.4
2025-W03,Solar,PHASEB,37724.8
2025-W03,Solar,PHASEC,37478.3
2025-W03,Chargers achteraan,PHASEA,37931.600000000006
2025-W03,Chargers achteraan,PHASEB,508701.2
2025-W03,Chargers achteraan,PHASEC,501808.80000000005
2025-W04,Grid Organi lbc,PHASEA,1928063.6
2025-W04,Grid Organi lbc,PHASEB,1928063.6
2025-W04,Grid Organi lbc,PHASEC,1560799.4000000001
2025-W04,Chargers,PHASEA,1563300.2999999998
2025-W04,Chargers,PHASEB,325265.69999999995
2025-W04,Chargers,PHASEC,328389.5
2025-W04,Solar,PHASEA,338414.3
2025-W04,Solar,PHASEB,38610.5
2025-W04,Solar,PHASEC,38378.2
2025-W04,Chargers achteraan,PHASEA,38821.90000000001
2025-W04,Chargers achteraan,PHASEB,359000.69999999995
2025-W04,Chargers achteraan,PHASEC,363413.7
2025-W05,Grid Organi lbc,PHASEA,1973011.4
2025-W05,Grid Organi lbc,PHASEB,1973011.4
2025-W05,Grid Organi lbc,PHASEC,1607444.7000000002
2025-W05,Chargers,PHASEA,1652789.0
2025-W05,Chargers,PHASEB,271763.9
2025-W05,Chargers,PHASEC,261263.5
2025-W05,Solar,PHASEA,274786.39999999997
2025-W05,Solar,PHASEB,86488.0
2025-W05,Solar,PHASEC,86997.0
2025-W05,Chargers achteraan,PHASEA,86987.6
2025-W05,Chargers achteraan,PHASEB,547445.9
2025-W05,Chargers achteraan,PHASEC,533026.0
2025-W06,Grid Organi lbc,PHASEA,1906667.9000000001
2025-W06,Grid Organi lbc,PHASEB,1906667.9000000001
2025-W06,Grid Organi lbc,PHASEC,1522145.0
2025-W06,Chargers,PHASEA,1546413.7
2025-W06,Chargers,PHASEB,289023.2
2025-W06,Chargers,PHASEC,274384.6
2025-W06,Solar,PHASEA,252489.8
2025-W06,Solar,PHASEB,79600.0
2025-W06,Solar,PHASEC,80037.0
2025-W06,Chargers achteraan,PHASEA,80076.2
2025-W06,Chargers achteraan,PHASEB,421336.60000000003
2025-W06,Chargers achteraan,PHASEC,427436.60000000003
2025-W07,Grid Organi lbc,PHASEA,1988919.1
2025-W07,Grid Organi lbc,PHASEB,1988919.1
2025-W07,Grid Organi lbc,PHASEC,1623006.8
2025-W07,Chargers,PHASEA,1585591.0
2025-W07,Chargers,PHASEB,329723.80000000005
2025-W07,Chargers,PHASEC,338873.10000000003
2025-W07,Solar,PHASEA,288730.0
2025-W07,Solar,PHASEB,74383.0
2025-W07,Solar,PHASEC,74730.5
2025-W07,Chargers achteraan,PHASEA,74841.0
2025-W07,Chargers achteraan,PHASEB,415690.4
2025-W07,Chargers achteraan,PHASEC,438353.19999999995
2025-W08,Grid Organi lbc,PHASEA,282327.9
2025-W08,Grid Organi lbc,PHASEB,282327.9
2025-W08,Grid Organi lbc,PHASEC,249100.6
2025-W08,Chargers,PHASEA,228849.4
2025-W08,Chargers,PHASEB,81287.6
2025-W08,Chargers,PHASEC,80977.9
2025-W08,Solar,PHASEA,80689.9
2025-W08,Solar,PHASEB,27343.5
2025-W08,Solar,PHASEC,27678.5
2025-W08,Chargers achteraan,PHASEA,27510.2
2025-W08,Chargers achteraan,PHASEB,85307.0
2025-W08,Chargers achteraan,PHASEC,96302.1
