Date,Consumption [kWh],Grid Organi lbc (L1) [kWh],Grid Organi lbc (L2) [kWh],Grid Organi lbc (L3) [kWh],Chargers (L1) [kWh],Chargers (L2) [kWh],Chargers (L3) [kWh],Solar (L1) [kWh],Solar (L2) [kWh],Solar (L3) [kWh],Chargers achteraan (L1) [kWh],Chargers achteraan (L2) [kWh],Chargers achteraan (L3) [kWh]
2024-10-02 21:00:00,"13,18","4,215","3,992","4,981","0,036","0,034","0,02","-0,001","-0,006","-0,001","0,006","0,006","0,005"
2024-10-02 20:00:00,"13,09","4,083","4,026","4,988","0,036","0,034","0,02","-0,001","-0,006","-0,001","0,006","0,006","0,005"
2024-10-02 19:00:00,"16,683","5,993","5,346","5,351","0,036","0,034","0,021","-0,001","-0,005","-0,001","0,006","0,006","0,006"
2024-10-02 18:00:00,"20,748","6,737","5,833","7,89","0,039","0,033","3,058","0,095","0,095","0,098","0,005","0,005","0,006"
2024-10-02 17:00:00,"21,811","6,563","5,731","8,441","0,04","0,033","3,778","0,356","0,361","0,36","0,005","0,005","0,006"
2024-10-02 16:00:00,"35,148","10,985","9,581","12,636","3,465","3,457","6,71","0,645","0,652","0,649","0,005","0,006","0,007"
2024-10-02 15:00:00,"38,578","10,865","10,094","13,151","4,104","4,1","7,563","1,481","1,5","1,488","0,004","0,006","0,007"
2024-10-02 14:00:00,"36,029","10,536","9,789","12,512","2,954","2,954","6,258","1,059","1,071","1,063","0,005","0,006","0,007"
2024-10-02 13:00:00,"26,71","7,369","6,998","6,453","0,12","0,114","0,854","1,952","1,976","1,963","0,006","0,005","0,006"
2024-10-02 12:00:00,"43,123","12,321","12,738","11,148","0,115","0,111","0,096","2,292","2,32","2,305","1,468","1,459","1,46"
2024-10-02 11:00:00,"53,959","17,163","13,886","13,306","2,682","0,38","0,395","3,18","3,224","3,2","2,197","2,195","2,179"
2024-10-02 10:00:00,"59,768","18,466","15,531","15,411","3,777","2,683","2,677","3,43","3,482","3,45","2,178","2,167","2,16"
2024-10-02 09:00:00,"88,111","31,359","26,039","25,491","10,116","9,621","9,56","1,728","1,756","1,738","3,547","2,571","2,551"
2024-10-02 08:00:00,"74,542","27,34","23,058","22,697","10,569","7,76","7,743","0,479","0,485","0,484","2,244","2,123","2,104"
2024-10-02 07:00:00,"27,789","10,333","8,388","9,033","1,965","1,947","1,935","0,013","0,009","0,014","0,247","0,248","0,243"
2024-10-02 06:00:00,"17,672","5,46","5,976","6,243","0,036","0,034","0,02","-0,001","-0,006","-0,001","0,006","0,006","0,005"
2024-10-02 05:00:00,"13,598","4,251","4,272","5,083","0,036","0,034","0,019","-0,001","-0,006","-0,001","0,006","0,006","0,005"
2024-10-02 04:00:00,"12,815","4,174","3,858","4,792","0,036","0,034","0,02","-0,001","-0,006","-0,001","0,006","0,006","0,005"
2024-10-02 03:00:00,"12,912","4,145","3,907","4,868","0,036","0,034","0,02","-0,001","-0,006","-0,001","0,006","0,006","0,005"
2024-10-02 02:00:00,"12,943","4,258","3,878","4,815","0,036","0,034","0,019","-0,001","-0,006","-0,001","0,006","0,006","0,005"
2024-10-02 01:00:00,"13,078","4,102","4,004","4,981","0,037","0,034","0,019","-0,001","-0,006","-0,001","0,006","0,006","0,005"
2024-10-02 00:00:00,"13,059","3,964","4,187","4,917","0,037","0,034","0,019","-0,001","-0,006","-0,001","0,006","0,006","0,005"
2024-10-01 23:00:00,"12,614","3,873","3,896","4,854","0,036","0,034","0,019","-0,001","-0,006","-0,001","0,006","0,006","0,005"
2024-10-01 22:00:00,"12,894","4,038","3,964","4,901","0,036","0,034","0,02","-0,001","-0,006","-0,001","0,006","0,006","0,005"
2024-10-01 21:00:00,"12,875","4,076","3,912","4,896","0,036","0,034","0,02","-0,001","-0,006","-0,001","0,006","0,006","0,005"
2024-10-01 20:00:00,"12,702","4,04","3,854","4,816","0,036","0,034","0,02","-0,001","-0,006","-0,001","0,006","0,006","0,005"
2024-10-01 19:00:00,"12,818","4,038","3,887","4,834","0,036","0,033","0,02","0,02","0,018","0,022","0,006","0,006","0,006"
2024-10-01 18:00:00,"15,563","4,521","4,62","4,833","0,036","0,032","0,021","0,527","0,532","0,531","0,04","0,041","0,041"
2024-10-01 17:00:00,"20,554","6,259","5,983","5,696","0,441","0,433","0,419","0,867","0,877","0,871","0,006","0,006","0,006"
2024-10-01 16:00:00,"35,682","10,268","10,081","10,222","3,855","3,807","3,78","1,694","1,714","1,702","0,005","0,006","0,007"
2024-10-01 15:00:00,"37,199","10,818","10,256","10,984","3,944","3,893","3,865","1,705","1,724","1,712","0,105","0,107","0,108"
2024-10-01 14:00:00,"41,241","12,53","11,689","12,665","3,853","3,812","3,784","1,445","1,461","1,451","0,449","0,447","0,452"
2024-10-01 13:00:00,"56,195","17,901","17,585","16,203","4,818","3,867","3,841","1,495","1,511","1,501","1,523","1,519","1,514"
2024-10-01 12:00:00,"54,968","17,167","16,758","16,005","1,483","1,472","1,456","1,671","1,689","1,678","2,174","2,169","2,147"
2024-10-01 11:00:00,"64,744","21,886","19,444","18,999","4,65","4,634","4,628","1,464","1,481","1,47","2,529","1,865","1,845"
2024-10-01 10:00:00,"89,941","32,213","27,414","28,273","11,106","11,69","11,859","0,677","0,685","0,68","3,156","2,284","2,253"
2024-10-01 09:00:00,"82,949","27,587","25,703","28,951","6,502","9,242","12,79","0,234","0,237","0,238","3,161","2,257","2,233"
2024-10-01 08:00:00,"79,98","27,627","24,251","27,858","10,44","9,253","12,516","0,08","0,08","0,083","2,313","1,966","1,951"
2024-10-01 07:00:00,"43,321","15,463","13,425","14,441","3,722","3,445","3,553","-0,001","-0,005","-0,001","1,154","1,154","1,15"
2024-10-01 06:00:00,"25,918","8,04","8,951","8,936","0,036","0,032","0,021","-0,001","-0,006","-0,001","0,732","0,73","0,727"
2024-10-01 05:00:00,"13,702","4,021","4,56","5,129","0,036","0,032","0,02","-0,001","-0,006","-0,001","0,006","0,006","0,006"
2024-10-01 04:00:00,"12,091","3,63","3,816","4,654","0,037","0,032","0,02","-0,001","-0,006","-0,001","0,006","0,006","0,006"
2024-10-01 03:00:00,"12,304","3,726","3,864","4,721","0,036","0,032","0,02","-0,001","-0,006","-0,001","0,006","0,006","0,006"
2024-10-01 02:00:00,"12,124","3,636","3,819","4,677","0,036","0,032","0,02","-0,001","-0,006","-0,001","0,006","0,006","0,006"
2024-10-01 01:00:00,"12,15","3,617","3,858","4,683","0,036","0,032","0,02","-0,001","-0,006","-0,001","0,006","0,006","0,006"
2024-10-01 00:00:00,"12,373","3,562","4,083","4,737","0,036","0,033","0,02","-0,001","-0,006","-0,001","0,006","0,006","0,006"
2024-09-30 23:00:00,"12,169","3,583","3,951","4,643","0,036","0,033","0,02","-0,001","-0,006","-0,001","0,006","0,006","0,006"
2024-09-30 22:00:00,"13,155","3,748","4,604","4,811","0,037","0,033","0,02","-0,001","-0,006","-0,001","0,006","0,006","0,006"
2024-09-30 21:00:00,"13,373","3,82","4,597","4,965","0,037","0,032","0,021","-0,001","-0,006","-0,001","0,006","0,006","0,006"
2024-09-30 20:00:00,"13,466","3,901","4,586","4,987","0,037","0,032","0,021","-0,001","-0,006","-0,001","0,006","0,006","0,006"
2024-09-30 19:00:00,"14,04","4,308","4,733","4,946","0,037","0,032","0,021","0,018","0,016","0,02","0,006","0,006","0,006"
2024-09-30 18:00:00,"17,956","6,121","5,824","5,162","0,189","0,184","0,173","0,281","0,284","0,285","0,073","0,073","0,073"
2024-09-30 17:00:00,"35,104","11,196","10,755","10,691","1,124","1,113","1,101","0,817","0,826","0,82","1,141","1,146","1,142"
2024-09-30 16:00:00,"64,715","21,116","19,652","20,949","1,65","1,63","1,613","0,995","1,005","0,998","3,212","3,199","3,204"
2024-09-30 15:00:00,"58,386","18,454","16,879","17,829","0,898","0,888","0,877","1,733","1,752","1,74","2,758","2,735","2,744"
2024-09-30 14:00:00,"58,925","17,214","17,39","16,748","0,036","0,033","0,023","2,512","2,538","2,522","2,864","2,834","2,848"
2024-09-30 13:00:00,"54,72","16,611","16,322","18,156","2,498","2,634","4,341","1,205","1,218","1,209","1,838","1,849","1,822"
2024-09-30 12:00:00,"66,419","18,151","23,756","21,422","3,82","7,388","7,527","1,025","1,036","1,029","1,801","2,606","1,789"
2024-09-30 11:00:00,"69,637","19,745","24,281","22,141","1,907","4,545","4,655","1,152","1,164","1,156","2,671","3,492","2,66"
2024-09-30 10:00:00,"86,947","26,155","29,577","28,98","7,157","10,021","10,267","0,741","0,748","0,745","2,918","3,372","2,919"
2024-09-30 09:00:00,"89,55","27,02","30,788","30,179","6,362","8,653","10,016","0,518","0,523","0,522","3,322","3,927","3,304"
2024-09-30 08:00:00,"77,362","24,977","25,377","26,379","9,298","9,253","11,53","0,208","0,21","0,212","2,125","2,405","2,114"
2024-09-30 07:00:00,"29,605","10,106","9,673","9,789","3,146","3,134","3,107","0,013","0,01","0,014","0,474","0,478","0,47"
2024-09-30 06:00:00,"12,79","4,465","3,778","4,555","0,036","0,032","0,02","-0,001","-0,006","-0,001","0,006","0,006","0,006"
2024-09-30 05:00:00,"12,22","3,939","3,764","4,526","0,036","0,032","0,021","-0,001","-0,006","-0,001","0,006","0,005","0,006"
2024-09-30 04:00:00,"12,401","4,039","3,792","4,578","0,037","0,031","0,022","-0,001","-0,006","-0,001","0,006","0,005","0,006"
2024-09-30 03:00:00,"12,319","4,02","3,773","4,535","0,036","0,032","0,022","-0,001","-0,006","-0,001","0,006","0,005","0,006"
2024-09-30 02:00:00,"12,524","4,076","3,905","4,552","0,036","0,032","0,022","-0,001","-0,006","-0,001","0,006","0,005","0,006"
2024-09-30 01:00:00,"12,473","4,023","3,846","4,613","0,036","0,032","0,022","-0,001","-0,006","-0,001","0,006","0,005","0,006"
2024-09-30 00:00:00,"12,493","3,951","3,946","4,606","0,036","0,032","0,021","-0,001","-0,006","-0,001","0,006","0,005","0,006"
2024-09-29 23:00:00,"12,059","3,821","3,707","4,539","0,036","0,032","0,021","-0,001","-0,006","-0,001","0,006","0,005","0,006"
2024-09-29 22:00:00,"12,409","4,019","3,771","4,627","0,037","0,032","0,021","-0,001","-0,006","-0,001","0,006","0,005","0,006"
2024-09-29 21:00:00,"12,879","4,34","3,858","4,69","0,194","0,19","0,18","-0,001","-0,006","-0,001","0,006","0,006","0,006"
2024-09-29 20:00:00,"23,491","7,73","7,416","8,353","3,762","3,775","3,807","-0,001","-0,006","-0,001","0,005","0,007","0,007"
2024-09-29 19:00:00,"12,99","4,208","3,933","4,777","0,253","0,251","0,241","0,024","0,022","0,026","0,006","0,006","0,006"
2024-09-29 18:00:00,"12,078","3,117","3,291","4,133","0,036","0,033","0,02","0,509","0,514","0,514","0,006","0,006","0,006"
2024-09-29 17:00:00,"11,887","0,772","1,117","1,914","0,036","0,033","0,02","2,68","2,709","2,695","0,005","0,006","0,006"
2024-09-29 16:00:00,"11,655","0,28","0,634","1,432","0,037","0,032","0,021","3,088","3,117","3,104","0,005","0,005","0,006"
2024-09-29 15:00:00,"11,864","0,278","0,488","1,303","0,037","0,032","0,02","3,249","3,281","3,266","0,005","0,005","0,006"
2024-09-29 14:00:00,"12,039","0,615","0,589","1,4","0,036","0,034","0,02","3,125","3,164","3,146","0,005","0,006","0,006"
2024-09-29 13:00:00,"12,144","0,475","0,472","1,289","0,035","0,034","0,02","3,28","3,325","3,303","0,005","0,006","0,006"
2024-09-29 12:00:00,"12,306","-0,007","-0,086","0,744","0,036","0,035","0,019","3,858","3,913","3,885","0,005","0,006","0,006"
2024-09-29 11:00:00,"12,339","0,233","-0,06","0,749","0,036","0,034","0,019","3,779","3,832","3,806","0,005","0,006","0,006"
2024-09-29 10:00:00,"12,724","0,762","0,212","0,999","0,036","0,034","0,02","3,559","3,609","3,584","0,005","0,006","0,006"
2024-09-29 09:00:00,"12,612","2,129","1,52","2,348","0,036","0,034","0,02","2,191","2,22","2,204","0,006","0,006","0,006"
2024-09-29 08:00:00,"12,865","3,948","3,17","3,991","0,037","0,033","0,02","0,582","0,589","0,587","0,006","0,006","0,006"
2024-09-29 07:00:00,"12,86","4,578","3,679","4,523","0,036","0,033","0,02","0,027","0,025","0,029","0,006","0,006","0,006"
2024-09-29 06:00:00,"13,097","4,875","3,697","4,533","0,036","0,033","0,02","-0,001","-0,006","-0,001","0,006","0,006","0,006"
2024-09-29 05:00:00,"12,957","4,583","3,773","4,61","0,036","0,033","0,02","-0,001","-0,006","-0,001","0,006","0,006","0,006"
2024-09-29 04:00:00,"12,882","4,499","3,778","4,613","0,036","0,034","0,02","-0,001","-0,006","-0,001","0,006","0,006","0,006"
2024-09-29 03:00:00,"12,67","4,319","3,751","4,609","0,036","0,034","0,02","-0,001","-0,006","-0,001","0,006","0,006","0,006"
2024-09-29 02:00:00,"12,699","4,368","3,736","4,603","0,036","0,034","0,02","-0,001","-0,006","-0,001","0,006","0,006","0,006"
2024-09-29 01:00:00,"12,764","4,296","3,796","4,681","0,036","0,034","0,02","-0,001","-0,006","-0,001","0,006","0,006","0,006"
2024-09-29 00:00:00,"12,616","4,172","3,778","4,675","0,036","0,034","0,02","-0,001","-0,006","-0,001","0,006","0,006","0,006"
2024-09-28 23:00:00,"12,337","4,062","3,71","4,573","0,036","0,034","0,019","-0,001","-0,006","-0,001","0,006","0,006","0,006"
2024-09-28 22:00:00,"13,45","4,466","4,017","4,976","0,036","0,035","0,02","-0,001","-0,006","-0,001","0,039","0,037","0,076"
2024-09-28 21:00:00,"12,265","4,049","3,679","4,545","0,036","0,034","0,02","-0,001","-0,006","-0,001","0,007","0,007","0,011"
2024-09-28 20:00:00,"12,285",4,"3,725","4,568","0,036","0,034","0,019","-0,001","-0,006","-0,001","0,007","0,007","0,007"
2024-09-28 19:00:00,"13,098","3,998","4,075","4,889","0,036","0,034","0,02","0,046","0,043","0,048","0,116","0,114","0,114"
2024-09-28 18:00:00,"12,48","3,158","3,368","4,217","0,036","0,034","0,02","0,575","0,583","0,581","0,058","0,057","0,057"
2024-09-28 17:00:00,"13,603","1,647","2,013","2,847","0,036","0,034","0,02","2,351","2,381","2,364","0,167","0,164","0,166"
2024-09-28 16:00:00,"12,201","-0,708","-0,329","0,499","0,036","0,034","0,02","4,219","4,275","4,245","0,038","0,038","0,039"
2024-09-28 15:00:00,"13,444","-0,701","-0,404","0,411","0,035","0,034","0,02","4,682","4,745","4,712","0,138","0,133","0,137"
2024-09-28 14:00:00,"12,108","-1,326","-1,131","-0,309","0,036","0,034","0,02","4,926","4,992","4,956","0,012","0,012","0,013"
2024-09-28 13:00:00,"14,483","-2,397","-2,222","-1,439","0,035","0,035","0,02","6,798","6,895","6,847","0,21","0,209","0,21"
2024-09-28 12:00:00,"23,45","3,702","3,651","4,54","0,035","0,034","0,021","3,827","3,88","3,851","0,947","0,95","0,944"
2024-09-28 11:00:00,"13,156","0,097","-0,019","0,819","0,036","0,034","0,02","4,062","4,115","4,083","0,083","0,082","0,084"
2024-09-28 10:00:00,"32,512","7,524","7,246","8,181","0,228","0,228","0,213","3,166","3,21","3,184","1,637","1,63","1,638"
2024-09-28 09:00:00,"44,87","13,359","13,013","13,938","3,442","3,453","3,415","1,511","1,531","1,52","1,873","1,868","1,87"
2024-09-28 08:00:00,"52,231","18,394","16,021","16,201","3,617","3,621","3,587","0,535","0,541","0,539","2,629","1,942","1,941"
2024-09-28 07:00:00,"52,69","18,467","17,116","17,035","2,003","2,004","1,982","0,025","0,022","0,026","2,814","2,341","2,343"
2024-09-28 06:00:00,"15,134","4,982","5,144","5,016","0,036","0,033","0,02","-0,001","-0,006","-0,001","0,01","0,01","0,009"
2024-09-28 05:00:00,"12,952","4,517","3,795","4,65","0,036","0,033","0,02","-0,001","-0,006","-0,001","0,006","0,006","0,005"
2024-09-28 04:00:00,"12,853","4,415","3,774","4,672","0,036","0,033","0,02","-0,001","-0,006","-0,001","0,006","0,006","0,005"
2024-09-28 03:00:00,"13,087","4,628","3,782","4,686","0,036","0,033","0,02","-0,001","-0,006","-0,001","0,006","0,006","0,005"
2024-09-28 02:00:00,"12,793","4,327","3,781","4,693","0,036","0,033","0,02","-0,001","-0,006","-0,001","0,006","0,006","0,005"
2024-09-28 01:00:00,"12,877","4,335","3,806","4,744","0,036","0,034","0,02","-0,001","-0,006","-0,001","0,006","0,006","0,005"
2024-09-28 00:00:00,"12,863","4,293","3,796","4,783","0,036","0,034","0,02","-0,001","-0,006","-0,001","0,006","0,006","0,005"
2024-09-27 23:00:00,"12,698","4,396","3,742","4,569","0,036","0,033","0,02","-0,001","-0,006","-0,001","0,006","0,006","0,005"
2024-09-27 22:00:00,"12,603","4,251","3,745","4,616","0,037","0,033","0,02","-0,001","-0,006","-0,001","0,006","0,006","0,005"
2024-09-27 21:00:00,"12,809","4,505","3,723","4,59","0,037","0,032","0,02","-0,001","-0,006","-0,001","0,006","0,005","0,005"
2024-09-27 20:00:00,"12,799","4,522","3,718","4,568","0,037","0,032","0,021","-0,001","-0,006","-0,001","0,006","0,005","0,005"
2024-09-27 19:00:00,"13,07","4,764","3,71","4,526","0,036","0,032","0,02","0,024","0,022","0,026","0,006","0,005","0,005"
2024-09-27 18:00:00,"14,417","4,74","4,247","4,412","0,037","0,032","0,021","0,336","0,341","0,342","0,006","0,005","0,005"
2024-09-27 17:00:00,"17,94","6,073","5,605","5,129","0,037","0,031","0,021","0,375","0,379","0,379","0,006","0,005","0,006"
2024-09-27 16:00:00,"19,09","6,004","5,802","5,125","0,037","0,031","0,021","0,716","0,723","0,72","0,006","0,005","0,006"
2024-09-27 15:00:00,"33,198","10,647","9,918","9,848","2,751","2,744","2,732","0,923","0,933","0,928","0,27","0,273","0,274"
2024-09-27 14:00:00,"39,593","12,201","11,171","12,14","3,859","3,857","3,841","1,353","1,37","1,36","0,434","0,441","0,443"
2024-09-27 13:00:00,"45,51","13,026","11,792","12,538","3,906","3,912","3,898","2,701","2,737","2,717","0,842","0,854","0,855"
2024-09-27 12:00:00,"41,382","11,976","11,682","11,487","1,64","1,64","1,626","2,066","2,093","2,079","0,931","0,944","0,946"
2024-09-27 11:00:00,"36,19","9,589","10,785","8,176","0,036","0,031","0,022","2,532","2,56","2,547","0,701","1,045","0,704"
2024-09-27 10:00:00,"51,771","15,05","16,458","14,117","2,877","2,872","2,852","2,038","2,06","2,049","1,325","2,182","1,32"
2024-09-27 09:00:00,"71,13","21,609","23,329","21,593","5,892","5,864","6,75","1,525","1,542","1,532","2,174","3,03","2,166"
2024-09-27 08:00:00,"77,749","24,041","22,704","27,625","5,178","5,142","8,903","1,121","1,133","1,126","3,022","3,012","3,002"
2024-09-27 07:00:00,"37,508","12,781","12,02","12,606","2,585","2,558","2,729","0,034","0,032","0,036","0,973","0,969","0,966"
2024-09-27 06:00:00,"21,425","6,362","7,427","7,645","0,036","0,032","0,022","-0,001","-0,006","-0,001","0,407","0,404","0,404"
2024-09-27 05:00:00,"13,103","3,842","4,183","5,085","0,037","0,031","0,021","-0,001","-0,006","-0,001","0,006","0,005","0,006"
2024-09-27 04:00:00,"12,142","3,661","3,706","4,784","0,036","0,032","0,022","-0,001","-0,006","-0,001","0,006","0,005","0,006"
2024-09-27 03:00:00,"12,114","3,548","3,732","4,843","0,036","0,032","0,021","-0,001","-0,006","-0,001","0,006","0,005","0,005"
2024-09-27 02:00:00,"11,963","3,466","3,716","4,789","0,036","0,032","0,021","-0,001","-0,006","-0,001","0,006","0,005","0,005"
2024-09-27 01:00:00,"12,129","3,439","3,787","4,912","0,036","0,033","0,021","-0,001","-0,006","-0,001","0,006","0,006","0,005"
2024-09-27 00:00:00,"12,248","3,384","3,987","4,886","0,036","0,032","0,02","-0,001","-0,006","-0,001","0,006","0,005","0,005"
2024-09-26 23:00:00,"12,078","3,495","3,73","4,86","0,036","0,032","0,021","-0,001","-0,006","-0,001","0,006","0,005","0,006"
2024-09-26 22:00:00,"11,99","3,397","3,749","4,852","0,036","0,032","0,022","-0,001","-0,006","-0,001","0,006","0,005","0,006"
2024-09-26 21:00:00,"12,332","3,743","3,731","4,867","0,037","0,031","0,022","-0,001","-0,006","-0,001","0,006","0,005","0,006"
2024-09-26 20:00:00,"12,105","3,593","3,695","4,826","0,037","0,031","0,021","-0,001","-0,006","-0,001","0,006","0,005","0,006"
2024-09-26 19:00:00,"12,517","3,975","3,745","4,802","0,036","0,031","0,022",0,"-0,005","-0,001","0,006","0,005","0,006"
2024-09-26 18:00:00,"15,025","4,749","4,948","5,047","0,036","0,031","0,022","0,093","0,093","0,096","0,006","0,005","0,006"
2024-09-26 17:00:00,"20,012","5,597","5,311","6,213","0,037","0,032","0,562","0,959","0,97","0,963","0,007","0,006","0,007"
2024-09-26 16:00:00,"27,832","6,926","6,105","10,927","0,128","0,115","3,548","1,285","1,299","1,29","0,006","0,006","0,007"
2024-09-26 15:00:00,"37,004","8,2","7,324","10,512","3,352","3,349","4,837","3,635","3,678","3,657","0,005","0,006","0,007"
2024-09-26 14:00:00,"47,093","11,268","10,111","12,345","3,955","3,955","3,931","4,431","4,481","4,457","0,71","0,713","0,715"
2024-09-26 13:00:00,"48,857","11,813","14,522","11,739","3,036","6,299","3,01","3,577","3,611","3,596","0,879","0,874","0,875"
2024-09-26 12:00:00,"41,671","8,445","13,702","8,019","0,114","3,232","0,09","3,817","3,852","3,836","0,973","1,363","0,932"
2024-09-26 11:00:00,"49,047","11,594","18,105","11,284","0,107","3,27","0,083","2,676","2,7","2,687","1,471","2,391","1,424"
2024-09-26 10:00:00,"61,124","17,175","21,735","17,127","3,268","6,791","3,255","1,689","1,704","1,695","1,887","2,327","1,841"
2024-09-26 09:00:00,"85,804","25,303","27,538","28,505","7,758","11,067","7,738","1,479","1,494","1,484","2,709","2,687","3,515"
2024-09-26 08:00:00,"70,088","21,714","21,413","25,516","7,61","7,869","7,564","0,479","0,484","0,482","1,846","1,839","2,74"
2024-09-26 07:00:00,"24,148","7,833","7,433","8,789","1,834","1,816","1,809","0,032","0,029","0,033","0,007","0,007","0,3"
2024-09-26 06:00:00,"16,02","4,274","5,717","6,038","0,036","0,032","0,021","-0,001","-0,006","-0,001","0,006","0,005","0,005"
2024-09-26 05:00:00,"12,583","3,358","4,329","4,905","0,036","0,032","0,02","-0,001","-0,006","-0,001","0,006","0,005","0,005"
2024-09-26 04:00:00,"11,935","3,474","3,826","4,643","0,036","0,032","0,021","-0,001","-0,006","-0,001","0,006","0,005","0,005"
2024-09-26 03:00:00,"11,822","3,378","3,821","4,632","0,036","0,032","0,02","-0,001","-0,006","-0,001","0,006","0,006","0,005"
2024-09-26 02:00:00,"11,828","3,374","3,813","4,65","0,036","0,032","0,021","-0,001","-0,006","-0,001","0,006","0,006","0,005"
2024-09-26 01:00:00,"11,923","3,363","3,872","4,696","0,036","0,032","0,02","-0,001","-0,006","-0,001","0,006","0,006","0,005"
2024-09-26 00:00:00,"12,179","3,449","4,038","4,701","0,037","0,032","0,02","-0,001","-0,006","-0,001","0,006","0,006","0,005"
2024-09-25 23:00:00,"11,753","3,33","3,803","4,628","0,037","0,032","0,02","-0,001","-0,006","-0,001","0,006","0,005","0,005"
2024-09-25 22:00:00,"11,814","3,335","3,817","4,67","0,037","0,032","0,021","-0,001","-0,006","-0,001","0,006","0,005","0,005"
2024-09-25 21:00:00,"12,445","3,806","3,988","4,66","0,036","0,032","0,02","-0,001","-0,006","-0,001","0,006","0,005","0,005"
2024-09-25 20:00:00,"14,958","5,086","5,132","4,748","0,036","0,032","0,021","-0,001","-0,006","-0,001","0,006","0,006","0,005"
2024-09-25 19:00:00,"15,339","5,178","5,192","4,907","0,036","0,033","0,02","0,021","0,018","0,022","0,006","0,006","0,006"
2024-09-25 18:00:00,"17,046","4,876","5,048","5,355","0,036","0,032","0,02","0,585","0,592","0,591","0,006","0,006","0,006"
2024-09-25 17:00:00,"19,948","5,281","4,7","5,598","0,036","0,032","0,021","1,448","1,466","1,455","0,066","0,064","0,065"
2024-09-25 16:00:00,"24,555","6,497","4,7","6,298","0,036","0,032","0,022","2,34","2,368","2,352","0,128","0,127","0,128"
2024-09-25 15:00:00,"44,581","12,062","11,093","12,114","0,111","0,106","0,092","3,085","3,122","3,104","1,642","1,643","1,652"
2024-09-25 14:00:00,"64,015","16,858","18,533","17,358","1,81","4,184","1,827","3,734","3,777","3,756","2,67","2,669","2,665"
2024-09-25 13:00:00,"49,797","12,952","15,858","12,476","3,845","7,316","3,9","2,82","2,854","2,837","1,015","1,018","0,988"
2024-09-25 12:00:00,"47,349","13,71","16,611","12,568","3,876","7,294","3,929","1,478","1,497","1,486","0,836","0,954","0,83"
2024-09-25 11:00:00,"60,093","18,938","18,516","14,639","6,462","6,843","3,636","2,649","2,685","2,666","1,808","1,813","1,795"
2024-09-25 10:00:00,"72,172","25,12","22,815","19,717","8,134","7,223","3,97","1,496","1,517","1,506","2,678","2,683","2,662"
2024-09-25 09:00:00,"92,404","33,963","31,127","25,097","16,315","15,096","9,805","0,734","0,743","0,74","2,558","2,55","2,545"
2024-09-25 08:00:00,"73,943","26,208","25,354","22,144","7,866","6,319","5,399","0,078","0,078","0,081","2,709","3,332","2,692"
2024-09-25 07:00:00,"29,405","10,451","9,345","9,605","1,23","1,222","1,21","0,003","-0,001","0,003","0,682","0,783","0,676"
2024-09-25 06:00:00,"15,797","4,219","5,665","5,921","0,036","0,033","0,02","-0,001","-0,006","-0,001","0,006","0,006","0,005"
2024-09-25 05:00:00,"12,573","3,547","4,129","4,906","0,036","0,033","0,02","-0,001","-0,006","-0,001","0,006","0,006","0,005"
2024-09-25 04:00:00,"11,691","3,397","3,734","4,569","0,036","0,033","0,021","-0,001","-0,006","-0,001","0,006","0,006","0,005"
2024-09-25 03:00:00,"11,742","3,403","3,733","4,614","0,036","0,033","0,02","-0,001","-0,006","-0,001","0,006","0,006","0,005"
2024-09-25 02:00:00,"11,78","3,468","3,731","4,589","0,036","0,034","0,02","-0,001","-0,006","-0,001","0,006","0,006","0,005"
2024-09-25 01:00:00,"11,819","3,399","3,783","4,645","0,036","0,034","0,02","-0,001","-0,006","-0,001","0,006","0,006","0,005"
2024-09-25 00:00:00,"12,036","3,37","3,998","4,676","0,036","0,034","0,02","-0,001","-0,006","-0,001","0,006","0,006","0,005"
2024-09-24 23:00:00,"11,704","3,348","3,75","4,614","0,036","0,033","0,02","-0,001","-0,006","-0,001","0,006","0,006","0,005"
2024-09-24 22:00:00,"11,893","3,483","3,756","4,662","0,036","0,033","0,02","-0,001","-0,006","-0,001","0,006","0,006","0,005"
2024-09-24 21:00:00,"12,096","3,731","3,748","4,625","0,036","0,034","0,021","-0,001","-0,006","-0,001","0,006","0,006","0,005"
2024-09-24 20:00:00,"11,936","3,605","3,711","4,629","0,036","0,033","0,02","-0,001","-0,006","-0,001","0,006","0,006","0,005"
2024-09-24 19:00:00,"12,178","3,754","3,704","4,519","0,036","0,033","0,02","0,066","0,065","0,069","0,006","0,006","0,005"
2024-09-24 18:00:00,"12,768","3,634","3,691","4,186","0,036","0,033","0,02","0,415","0,421","0,421","0,006","0,006","0,006"
2024-09-24 17:00:00,"18,277","5,842","5,272","4,508","0,036","0,033","0,021","0,879","0,891","0,885","0,006","0,006","0,006"
2024-09-24 16:00:00,"27,169","8,363","7,904","7,612","1,666","1,664","1,653","1,09","1,104","1,096","0,006","0,006","0,006"
2024-09-24 15:00:00,"49,763","13,724","14,296","13,946","7,597","7,602","7,564","2,584","2,613","2,599","0,005","0,007","0,007"
2024-09-24 14:00:00,"57,975","15,505","14,367","15,256","10,619","10,613","10,602","4,255","4,306","4,285","0,003","0,007","0,006"
2024-09-24 13:00:00,"57,116","17,471","13,822","14,569","11,639","8,83","8,837","3,727","3,774","3,752","0,171","0,173","0,173"
