Date,Consumption [kWh],Grid Organi lbc (L1) [kWh],Grid Organi lbc (L2) [kWh],Grid Organi lbc (L3) [kWh],Chargers (L1) [kWh],Chargers (L2) [kWh],Chargers (L3) [kWh],Solar (L1) [kWh],Solar (L2) [kWh],Solar (L3) [kWh],Chargers achteraan (L1) [kWh],Chargers achteraan (L2) [kWh],Chargers achteraan (L3) [kWh]
2025-02-20 15:00:00,"27,974","8,807","8,017","7,696","0,113","0,104","0,097","1,144","1,159","1,151","0,941","0,936","0,94"
2025-02-20 14:00:00,"43,067","14,144","12,564","12,147","4,021","3,999",4,"1,395","1,414","1,404","1,961","1,958","1,945"
2025-02-20 13:00:00,"48,823","16,456","14,004","13,492","3,464","3,45","3,45","1,613","1,636","1,623","3,679","3,653","3,602"
2025-02-20 12:00:00,"52,947","18,333","15,55","14,696","5,858","5,89","5,848","1,446","1,467","1,455","2,947","2,414","2,394"
2025-02-20 11:00:00,"67,099","20,8","19,444","20,486","9,307","9,411","9,385","2,109","2,138","2,122","2,985","2,923","5,886"
2025-02-20 10:00:00,"92,897","29,191","29,333","30,195","7,388","8,497","8,545","1,384","1,403","1,392","12,818","12,808","15,696"
2025-02-20 09:00:00,"113,908","36,994","35,67","38,231","4,645","7,016","6,97","0,999","1,012","1,003","22,977","21,381","25,029"
2025-02-20 08:00:00,"104,973","37,045","32,197","34,85","3,44","4,964","4,923","0,293","0,294","0,296","23,757","19,89","23,237"
2025-02-20 07:00:00,"37,461","15,368","11,15","10,918","2,704","2,693","2,678","0,01","0,005","0,01","3,467","1,841","1,848"
2025-02-20 06:00:00,"20,269","7,34","6,658","6,278","0,036","0,032","0,021",0,"-0,006","-0,001","0,025","0,025","0,024"
2025-02-20 05:00:00,"16,854","6,779","4,834","5,248","0,036","0,032","0,021",0,"-0,006","-0,001","0,025","0,025","0,024"
2025-02-20 04:00:00,"15,369","6,206","4,281","4,889","0,036","0,033","0,02",0,"-0,006","-0,001","0,025","0,025","0,024"
2025-02-20 03:00:00,"15,773","6,365","4,394","5,021","0,036","0,033","0,021",0,"-0,006","-0,001","0,025","0,025","0,024"
2025-02-20 02:00:00,"15,489","6,338","4,291","4,868","0,036","0,034","0,021",0,"-0,006","-0,001","0,024","0,026","0,024"
2025-02-20 01:00:00,"15,835","6,405","4,45","4,987","0,036","0,034","0,02",0,"-0,006","-0,001","0,024","0,026","0,024"
2025-02-20 00:00:00,"16,204","6,425","4,701","5,084","0,036","0,034","0,02",0,"-0,006","-0,001","0,024","0,026","0,024"
2025-02-19 23:00:00,"15,783","6,367","4,428","4,996","0,036","0,034","0,019",0,"-0,006","-0,001","0,025","0,026","0,024"
2025-02-19 22:00:00,"16,051","6,569","4,45","5,039","0,036","0,034","0,02",0,"-0,006","-0,001","0,025","0,025","0,024"
2025-02-19 21:00:00,"16,965","6,742","5,201","5,028","0,037","0,034","0,019",0,"-0,006","-0,001","0,025","0,025","0,024"
2025-02-19 20:00:00,"17,002","6,527","5,439","5,043","0,037","0,033","0,019",0,"-0,006","-0,001","0,026","0,025","0,024"
2025-02-19 19:00:00,"17,636","7,046","5,569","5,028","0,037","0,034","0,019",0,"-0,006","-0,001","0,026","0,026","0,024"
2025-02-19 18:00:00,"19,577","8,249","6,299","5,032","0,037","0,033","0,019","0,001","-0,005","0,001","0,026","0,025","0,024"
2025-02-19 17:00:00,"21,676","8,512","6,986","5,116","0,037","0,032","0,021","0,352","0,354","0,357","0,026","0,025","0,025"
2025-02-19 16:00:00,"26,166","8,553","8,046","6,507","0,036","0,033","0,022","1,014","1,026","1,019","0,028","0,028","1,491"
2025-02-19 15:00:00,"37,821","10,209","11,132","10,212","2,257","3,668","2,213","2,076","2,106","2,088","0,268","0,27","3,983"
2025-02-19 14:00:00,"50,208","12,496","15,912","11,985","3,318","7,055","3,257","3,249","3,296","3,27","2,034","2,01","5,781"
2025-02-19 13:00:00,"67,335","17,845","20,832","17,406","3,519","7,266","3,426","3,724","3,779","3,749","7,129","7,014","10,879"
2025-02-19 12:00:00,"71,484","19,067","20,549","19,16","3,441","6,122","3,365","4,206","4,27","4,234","9,236","9,066","13,594"
2025-02-19 11:00:00,"105,45","31,733","33,647","29,463","3,43","3,411","3,345","3,512","3,561","3,535","20,799","24,289","22,974"
2025-02-19 10:00:00,"120,895","39,16","40,862","34,897","2,574","2,557","2,536","1,979","2,007","1,991","27,89","31,697","27,768"
2025-02-19 09:00:00,"125,918","43,978","42,31","35,881","5,456","5,438","5,369","1,242","1,259","1,249","29,071","29,599","25,736"
2025-02-19 08:00:00,"64,609","25,484","20,736","17,433","4,546","4,546","4,499","0,316","0,318","0,321","11,101","8,037","7,194"
2025-02-19 07:00:00,"40,956","16,89","12,365","11,68","2,287","2,286","2,263","0,009","0,004","0,009","5,112","3,436","3,422"
2025-02-19 06:00:00,"19,893","7,138","6,54","6,222","0,036","0,033","0,02",0,"-0,006","-0,001","0,025","0,023","0,022"
2025-02-19 05:00:00,"16,855","6,673","4,91","5,278","0,036","0,033","0,02",0,"-0,006","-0,001","0,025","0,023","0,022"
2025-02-19 04:00:00,"15,475","6,234","4,313","4,933","0,036","0,034","0,02",0,"-0,006","-0,001","0,025","0,024","0,022"
2025-02-19 03:00:00,"15,554","6,287","4,336","4,938","0,036","0,034","0,02",0,"-0,006","-0,001","0,025","0,024","0,022"
2025-02-19 02:00:00,"15,522","6,302","4,318","4,908","0,036","0,034","0,021",0,"-0,006","-0,001","0,025","0,024","0,022"
2025-02-19 01:00:00,"15,585","6,249","4,4","4,943","0,036","0,034","0,02",0,"-0,006","-0,001","0,025","0,024","0,022"
2025-02-19 00:00:00,"15,761","6,22","4,606","4,942","0,036","0,034","0,02",0,"-0,006","-0,001","0,025","0,024","0,022"
2025-02-18 23:00:00,"15,531","6,201","4,378","4,959","0,036","0,034","0,02",0,"-0,006","-0,001","0,025","0,023","0,022"
2025-02-18 22:00:00,"15,673","6,385","4,369","4,926","0,036","0,034","0,02",0,"-0,006","-0,001","0,025","0,023","0,022"
2025-02-18 21:00:00,"15,833","6,553","4,339","4,947","0,037","0,033","0,02",0,"-0,006","-0,001","0,025","0,023","0,022"
2025-02-18 20:00:00,"15,971","6,587","4,382","5,009","0,037","0,033","0,02",0,"-0,006","-0,001","0,026","0,023","0,022"
2025-02-18 19:00:00,"17,242","7,141","5,067","5,042","0,037","0,033","0,02",0,"-0,006","-0,001","0,076","0,074","0,07"
2025-02-18 18:00:00,"19,793","7,923","6,142","5,73","0,04","0,032","0,021","0,002","-0,004","0,001","0,026","0,023","0,024"
2025-02-18 17:00:00,"22,335","9,072","6,509","5,905","0,037","0,032","0,02","0,281","0,282","0,286","0,026","0,023","0,024"
2025-02-18 16:00:00,"36,119","11,677","9,011","11,019","0,211","0,196","2,948","1,461","1,481","1,47","2,662","2,761","2,729"
2025-02-18 15:00:00,"44,016","11,738","10,068","13,05","0,163","0,149","3,895","3,033","3,075","3,052","3,927","4,962","4,039"
2025-02-18 14:00:00,"74,173","22,046","17,982","21,265","7,232","5,676","8,897","4,266","4,324","4,292","8,411","8,497","8,475"
2025-02-18 13:00:00,"75,256","24,347","18,476","17,314","13,126","10,278","9,639","5,01","5,07","5,04","4,664","4,704","4,692"
2025-02-18 12:00:00,"107,116","36,189","29,321","26,316","21,365","17,565","14,825","5,062","5,131","5,097","8,169","8,134","7,925"
2025-02-18 11:00:00,"135,628","45,648","38,958","37,744","16,882","13,949","12,299","4,395","4,459","4,424","21,107","21,009","21,02"
2025-02-18 10:00:00,"159,606","52,633","48,419","48,97","8,035","7,505","7,448","3,174","3,219","3,191","36,498","36,332","36,272"
2025-02-18 09:00:00,"159,907","53,921","50,893","50,394","4,036","4,047","4,01","1,557","1,578","1,564","40,557","40,359","40,284"
2025-02-18 08:00:00,"136,422","47,775","43,705","43,475","5,299","4,464","4,442","0,487","0,49","0,491","32,265","32,083","32,049"
2025-02-18 07:00:00,"59,291","22,301","18,584","18,32","1,425","1,338","1,327","0,03","0,026","0,031","11,144","11,093","11,058"
2025-02-18 06:00:00,"27,235","10,221","8,723","8,299","0,036","0,033","0,021",0,"-0,006","-0,001","2,059","2,051","2,044"
2025-02-18 05:00:00,"16,73","6,601","4,877","5,26","0,036","0,033","0,021",0,"-0,006","-0,001","0,025","0,023","0,022"
2025-02-18 04:00:00,"15,622","6,474","4,263","4,892","0,036","0,034","0,02",0,"-0,006","-0,001","0,025","0,023","0,022"
2025-02-18 03:00:00,"15,545","6,397","4,262","4,893","0,036","0,034","0,02",0,"-0,006","-0,001","0,025","0,023","0,022"
2025-02-18 02:00:00,"15,569","6,384","4,298","4,893","0,036","0,033","0,02",0,"-0,006","-0,001","0,025","0,024","0,022"
2025-02-18 01:00:00,"15,46","6,316","4,309","4,843","0,036","0,034","0,02",0,"-0,006","-0,001","0,025","0,023","0,022"
2025-02-18 00:00:00,"15,844","6,409","4,551","4,891","0,036","0,033","0,02",0,"-0,006","-0,001","0,025","0,023","0,022"
2025-02-17 23:00:00,"15,412","6,293","4,262","4,865","0,036","0,033","0,02",0,"-0,006","-0,001","0,025","0,023","0,022"
2025-02-17 22:00:00,"15,514","6,349","4,293","4,879","0,036","0,033","0,02",0,"-0,006","-0,001","0,025","0,023","0,022"
2025-02-17 21:00:00,"15,786","6,653","4,262","4,878","0,037","0,033","0,02",0,"-0,006","-0,001","0,026","0,023","0,022"
2025-02-17 20:00:00,"15,913","6,753","4,259","4,908","0,036","0,034","0,02",0,"-0,006","-0,001","0,025","0,023","0,022"
2025-02-17 19:00:00,"16,146","6,997","4,271","4,885","0,037","0,033","0,02",0,"-0,006","-0,001","0,026","0,023","0,022"
2025-02-17 18:00:00,"17,944","7,79","5,214","4,943","0,317","0,033","0,021","0,001","-0,005","0,001","0,027","0,023","0,023"
2025-02-17 17:00:00,"22,804","9,578","6,827","5,81","0,615","0,287","0,261","0,195","0,195","0,2","0,109","0,106","0,102"
2025-02-17 16:00:00,"29,558","10,864","8,077","6,207","0,036","0,033","0,022","1,461","1,48","1,47","1,919","1,9","1,913"
2025-02-17 15:00:00,"50,054","16,196","13,235","11,596","0,035","0,033","0,022","2,989","3,031","3,007","8,684","8,64","8,659"
2025-02-17 14:00:00,"56,488","17,098","14,08","12,608","0,034","0,034","0,023","4,207","4,265","4,232","10,783","10,742","10,754"
2025-02-17 13:00:00,"58,694","17,462","13,808","12,363","4,316","4,339","4,298","4,986","5,058","5,018","6,956","6,907","6,926"
2025-02-17 12:00:00,"58,327","16,609","14,572",12,"5,583","5,611","5,562","5,013","5,085","5,048","5,371","6,362","5,358"
2025-02-17 11:00:00,"107,266","32,787","33,123","28,274","15,71","15,648","15,641","4,332","4,392","4,358","10,741","14,463","10,716"
2025-02-17 10:00:00,"129,155","41,555","41,684","36,579","18,701","18,645","18,619","3,092","3,135","3,111","14,858","18,568","14,808"
2025-02-17 09:00:00,"121,409","40,855","39,921","36,089","14,426","14,384","14,348","1,505","1,526","1,514","16,762","19,53","16,699"
2025-02-17 08:00:00,"91,744","32,664","29,732","28,233","13,531","13,417","13,413","0,369","0,372","0,374","9,172","9,128","9,118"
2025-02-17 07:00:00,"45,758","17,276","14,321","14,123","8,687","8,619","8,612","0,014","0,01","0,015","0,247","0,256","0,25"
2025-02-17 06:00:00,"15,896","6,703","4,366","4,833","0,036","0,033","0,021",0,"-0,006","-0,001","0,024","0,023","0,022"
2025-02-17 05:00:00,"15,977","6,676","4,41","4,898","0,035","0,034","0,021",0,"-0,006","-0,001","0,024","0,023","0,022"
2025-02-17 04:00:00,"15,628","6,329","4,427","4,88","0,035","0,034","0,021",0,"-0,006","-0,001","0,024","0,023","0,022"
2025-02-17 03:00:00,"15,498","6,29","4,418","4,797","0,036","0,034","0,02",0,"-0,006","-0,001","0,024","0,023","0,022"
2025-02-17 02:00:00,"15,505","6,268","4,42","4,825","0,036","0,034","0,021",0,"-0,006","-0,001","0,024","0,023","0,021"
2025-02-17 01:00:00,"15,405","6,309","4,247","4,856","0,036","0,034","0,02",0,"-0,006","-0,001","0,024","0,023","0,022"
2025-02-17 00:00:00,"15,313","6,167","4,38","4,773","0,036","0,033","0,021",0,"-0,006","-0,001","0,024","0,023","0,022"
2025-02-16 23:00:00,"15,065","6,16","4,147","4,765","0,036","0,033","0,02",0,"-0,006","-0,001","0,025","0,023","0,021"
2025-02-16 22:00:00,"15,224","6,303","4,162","4,766","0,036","0,033","0,021",0,"-0,006","-0,001","0,025","0,023","0,021"
2025-02-16 21:00:00,"15,424","6,471","4,153","4,807","0,037","0,033","0,021",0,"-0,006","-0,001","0,025","0,022","0,022"
2025-02-16 20:00:00,"15,389","6,443","4,158","4,795","0,036","0,033","0,02",0,"-0,006","-0,001","0,025","0,023","0,021"
2025-02-16 19:00:00,"15,345","6,438","4,146","4,769","0,036","0,032","0,02",0,"-0,006","-0,001","0,025","0,022","0,021"
2025-02-16 18:00:00,"15,44","6,528","4,135","4,783","0,037","0,032","0,02","0,001","-0,005",0,"0,025","0,023","0,021"
2025-02-16 17:00:00,"14,895","5,677","3,892","4,52","0,036","0,033","0,02","0,267","0,268","0,272","0,025","0,023","0,022"
2025-02-16 16:00:00,"14,565","4,013","2,532","3,159","0,036","0,033","0,02","1,61","1,632","1,62","0,023","0,022","0,022"
2025-02-16 15:00:00,"15,068","3,212","1,267","1,91","0,036","0,034","0,02","2,874","2,914","2,891","0,023","0,023","0,022"
2025-02-16 14:00:00,"15,044","2,014","0,086","0,703","0,036","0,034","0,02","4,053","4,109","4,08","0,021","0,023","0,022"
2025-02-16 13:00:00,"15,09","1,267","-0,662","-0,022","0,035","0,034","0,02","4,8","4,87","4,838","0,02","0,023","0,022"
2025-02-16 12:00:00,"22,558","4,055","2,817","2,767","2,249","2,262","2,24","4,273","4,34","4,307","0,017","0,025","0,023"
2025-02-16 11:00:00,"27,633","7,043","5,75","5,547","3,915","3,933","3,909","3,076","3,121","3,098","0,016","0,026","0,024"
2025-02-16 10:00:00,"23,021","6,702","5,276","5,366","2,503","2,511","2,493","1,879","1,907","1,892","0,019","0,025","0,023"
2025-02-16 09:00:00,"15,099","5,671","3,605","4,227","0,036","0,034","0,02","0,529","0,534","0,533","0,024","0,023","0,021"
2025-02-16 08:00:00,"15,126","6,062","4,094","4,698","0,036","0,034","0,02","0,09","0,088","0,094","0,024","0,023","0,021"
2025-02-16 07:00:00,"15,294","6,325","4,168","4,807","0,036","0,034","0,02",0,"-0,006","-0,001","0,024","0,023","0,021"
2025-02-16 06:00:00,"15,615","6,626","4,19","4,805","0,035","0,034","0,021",0,"-0,006","-0,001","0,024","0,023","0,021"
2025-02-16 05:00:00,"15,351","6,358","4,19","4,81","0,036","0,034","0,02",0,"-0,006","-0,001","0,024","0,023","0,021"
2025-02-16 04:00:00,"15,251","6,218","4,2","4,84","0,035","0,035","0,02",0,"-0,006","-0,001","0,024","0,024","0,022"
2025-02-16 03:00:00,"15,27","6,257","4,138","4,882","0,035","0,034","0,02",0,"-0,006","-0,001","0,024","0,023","0,021"
2025-02-16 02:00:00,"15,253","6,35","4,096","4,814","0,035","0,035","0,02",0,"-0,006","-0,001","0,024","0,024","0,021"
2025-02-16 01:00:00,"15,174","6,183","4,124","4,873","0,035","0,034","0,021",0,"-0,006","-0,001","0,024","0,023","0,021"
2025-02-16 00:00:00,"15,18","6,178","4,125","4,884","0,035","0,033","0,02",0,"-0,006","-0,001","0,024","0,023","0,022"
2025-02-15 23:00:00,"15,291","6,262","4,176","4,859","0,036","0,033","0,021",0,"-0,006","-0,001","0,024","0,023","0,022"
2025-02-15 22:00:00,"15,265","6,203","4,207","4,863","0,036","0,034","0,021",0,"-0,006","-0,001","0,024","0,023","0,022"
2025-02-15 21:00:00,"15,664","6,527","4,272","4,872","0,036","0,034","0,02",0,"-0,006","-0,001","0,025","0,023","0,021"
2025-02-15 20:00:00,"15,632","6,532","4,202","4,905","0,036","0,033","0,02",0,"-0,006","-0,001","0,025","0,023","0,021"
2025-02-15 19:00:00,"15,588","6,563","4,175","4,858","0,036","0,033","0,02",0,"-0,006","-0,001","0,025","0,023","0,022"
2025-02-15 18:00:00,"15,554","6,456","4,216","4,888","0,036","0,033","0,02",0,"-0,006","-0,001","0,025","0,023","0,021"
2025-02-15 17:00:00,"15,353","6,078","4,065","4,756","0,036","0,034","0,02","0,151","0,149","0,154","0,025","0,023","0,022"
2025-02-15 16:00:00,"15,138","5,484","3,57","4,226","0,036","0,034","0,02","0,615","0,622","0,62","0,024","0,023","0,022"
2025-02-15 15:00:00,"15,329","4,915","2,909","3,577","0,036","0,034","0,02","1,301","1,32","1,309","0,024","0,023","0,022"
2025-02-15 14:00:00,"15,263","3,695","1,792","2,453","0,036","0,034","0,02","2,424","2,459","2,44","0,023","0,023","0,022"
2025-02-15 13:00:00,"15,367","3,149","1,24","1,909","0,036","0,034","0,019","3,001","3,046","3,021","0,022","0,023","0,022"
2025-02-15 12:00:00,"15,48","3,315","1,251","1,997","0,036","0,034","0,02","2,952","2,995","2,971","0,022","0,023","0,022"
2025-02-15 11:00:00,"15,471","2,619","0,683","1,358","0,036","0,034","0,02","3,58","3,632","3,6","0,022","0,023","0,022"
2025-02-15 10:00:00,"15,466","3,964","1,947","2,627","0,036","0,034","0,02","2,293","2,327","2,307","0,023","0,023","0,022"
2025-02-15 09:00:00,"15,353","5,184","3,119","3,842","0,036","0,034","0,02","1,062","1,076","1,069","0,024","0,023","0,022"
2025-02-15 08:00:00,"15,442","6,043","3,961","4,632","0,036","0,033","0,02","0,267","0,268","0,271","0,024","0,023","0,022"
2025-02-15 07:00:00,"15,608","6,474","4,212","4,92","0,036","0,034","0,02","0,003","-0,003","0,002","0,024","0,023","0,022"
2025-02-15 06:00:00,"15,826","6,583","4,242","5,007","0,035","0,033","0,021",0,"-0,006","-0,001","0,024","0,024","0,022"
2025-02-15 05:00:00,"15,503","6,367","4,229","4,914","0,036","0,034","0,021",0,"-0,006","-0,001","0,024","0,023","0,022"
2025-02-15 04:00:00,"15,737","6,327","4,244","5,173","0,036","0,034","0,02",0,"-0,006","-0,001","0,024","0,024","0,022"
2025-02-15 03:00:00,"16,137","6,346","4,334","5,463","0,035","0,034","0,021",0,"-0,006","-0,001","0,024","0,024","0,022"
2025-02-15 02:00:00,"16,229","6,37","4,31","5,556","0,035","0,034","0,02",0,"-0,006","-0,001","0,024","0,024","0,022"
2025-02-15 01:00:00,"16,272","6,504","4,35","5,424","0,035","0,034","0,021",0,"-0,006","-0,001","0,024","0,024","0,022"
2025-02-15 00:00:00,"16,244","6,31","4,351","5,59","0,036","0,033","0,021",0,"-0,006","-0,001","0,024","0,023","0,022"
2025-02-14 23:00:00,"15,75","6,253","4,267","5,238","0,036","0,033","0,021",0,"-0,006","-0,001","0,025","0,023","0,022"
2025-02-14 22:00:00,"15,935","6,337","4,289","5,316","0,036","0,032","0,02",0,"-0,006","-0,001","0,025","0,023","0,022"
2025-02-14 21:00:00,"16,124","6,711","4,253","5,167","0,036","0,033","0,021",0,"-0,006","-0,001","0,025","0,023","0,022"
2025-02-14 20:00:00,"16,035","6,555","4,272","5,215","0,037","0,033","0,02",0,"-0,006","-0,001","0,025","0,023","0,022"
2025-02-14 19:00:00,"16,452","6,955","4,274","5,231","0,037","0,032","0,02",0,"-0,006","-0,001","0,026","0,023","0,022"
2025-02-14 18:00:00,"25,329","9,734","7,812","7,79","2,635","2,626","2,625",0,"-0,006","-0,001","0,024","0,025","0,023"
2025-02-14 17:00:00,"39,535","14,273","12,534","12,484","3,903","3,882","3,89","0,081","0,079","0,084","2,993","2,959","2,989"
2025-02-14 16:00:00,"36,347","13,052","12,046","9,898","3,902","3,884","3,889","0,447","0,451","0,452","0,459","1,883","0,461"
2025-02-14 15:00:00,"33,069","10,83","12,126","7,535","0,149","0,144","0,13","0,854","0,863","0,859","2,06","5,805","2,054"
2025-02-14 14:00:00,"38,073","12,162","13,661","8,597","3,123","3,111","3,099","1,21","1,225","1,217","0,518","4,226","0,52"
2025-02-14 13:00:00,"34,391","11,249","11,265","7,193","2,538","2,529","2,517","1,551","1,571","1,562","0,086","2,873","0,088"
2025-02-14 12:00:00,"26,542","9,191","6,776","5,245","0,036","0,032","0,021","1,765","1,788","1,777","0,024","0,025","0,023"
2025-02-14 11:00:00,"27,055","8,89","6,264","5,279","0,036","0,033","0,022","2,193","2,221","2,207","0,876","0,881","0,865"
2025-02-14 10:00:00,"46,135","15,534","11,863","10,575","3,745","3,095","3,096","2,704","2,739","2,721","3,491","3,503","3,448"
2025-02-14 09:00:00,"77,809","29,698","22,621","21,731","11,429","7,614","7,627","1,245","1,262","1,253","9,004","8,918","8,97"
2025-02-14 08:00:00,"68,651","27,124","20,851","19,685","10,85","7,021","7,03","0,328","0,33","0,333","6,331","6,253","6,317"
2025-02-14 07:00:00,"32,036","14,192","8,901","8,937","4,265","2,384","2,375","0,004","-0,001","0,003","0,023","0,027","0,024"
2025-02-14 06:00:00,"21,023","7,827","6,591","6,612","0,036","0,032","0,021",0,"-0,006","-0,001","0,025","0,025","0,022"
2025-02-14 05:00:00,"16,865","6,55","4,677","5,645","0,036","0,033","0,021",0,"-0,006","-0,001","0,025","0,026","0,022"
2025-02-14 04:00:00,"15,926","6,298","4,173","5,462","0,036","0,034","0,02",0,"-0,006","-0,001","0,024","0,026","0,022"
2025-02-14 03:00:00,"15,894","6,307","4,205","5,389","0,036","0,034","0,02",0,"-0,006","-0,001","0,025","0,026","0,022"
2025-02-14 02:00:00,"15,86","6,28","4,175","5,413","0,036","0,034","0,02",0,"-0,006","-0,001","0,025","0,026","0,022"
2025-02-14 01:00:00,"15,516","6,152","4,247","5,124","0,036","0,034","0,02",0,"-0,006","-0,001","0,025","0,026","0,022"
2025-02-14 00:00:00,"16,095","6,285","4,564","5,252","0,036","0,033","0,02",0,"-0,006","-0,001","0,025","0,026","0,022"
2025-02-13 23:00:00,"15,761","6,287","4,255","5,226","0,037","0,033","0,02",0,"-0,006","-0,001","0,025","0,026","0,022"
2025-02-13 22:00:00,"15,756","6,343","4,225","5,195","0,037","0,033","0,021",0,"-0,006","-0,001","0,026","0,025","0,022"
2025-02-13 21:00:00,"15,753","6,512","4,151","5,097","0,037","0,032","0,02",0,"-0,006","-0,001","0,025","0,025","0,022"
2025-02-13 20:00:00,"16,112","6,646","4,332","5,142","0,037","0,032","0,02",0,"-0,006","-0,001","0,026","0,025","0,022"
2025-02-13 19:00:00,"18,805","7,825","5,577","5,41","0,037","0,032","0,021",0,"-0,006","-0,001","0,026","0,025","0,022"
2025-02-13 18:00:00,"20,135","8,239","6,025","5,877","0,037","0,032","0,021",0,"-0,006","-0,001","0,026","0,025","0,023"
2025-02-13 17:00:00,"26,608","12,157","7,178","6,717","2,911","0,506","0,501","0,184","0,184","0,189","0,029","0,028","0,024"
2025-02-13 16:00:00,"34,943","15,942","9,595","8,369","4,068","0,65","0,635","0,343","0,346","0,349","0,715","0,727","0,687"
2025-02-13 15:00:00,"51,488","19,944","16,165","13,239","6,493","6,155","3,81","0,709","0,717","0,715","2,084","2,05","2,018"
2025-02-13 14:00:00,"67,256","22,497","22,469","19,086","6,017","9,56","6,004","1,062","1,074","1,068","5,312","5,299","5,277"
2025-02-13 13:00:00,"108,53","35,858","37,764","30,292","14,375","17,825","14,185","1,53","1,547","1,539","10,472","10,412","10,399"
2025-02-13 12:00:00,"138,953","48,572","48,016","40,831","28,986","28,973","25,399","0,507","0,513","0,513","7,718","7,674","7,687"
2025-02-13 11:00:00,"138,297","50,144","43,792","42,489","25,503","23,548","21,592","0,621","0,627","0,625","13,157","13,013","13,07"
2025-02-13 10:00:00,"150,521","53,12","47,948","48,001","21,388","19,771","19,812","0,481","0,486","0,486","20,066","20,717","19,916"
2025-02-13 09:00:00,"147,255","51,762","48,19","47,005","6,348","6,333","6,334","0,099","0,098","0,102","33,6","33,259","33,389"
2025-02-13 08:00:00,"129,678","47,384","41,727","40,543","7,944","6,328","6,31","0,01","0,005","0,01","27,781","27,541","27,638"
2025-02-13 07:00:00,"59,132","22,611","18,578","17,95","7,182","5,899","5,895",0,"-0,006","-0,001","5,887","5,855","5,857"
2025-02-13 06:00:00,"20,481","7,593","6,76","6,136","0,036","0,033","0,02",0,"-0,006","-0,001","0,024","0,025","0,022"
2025-02-13 05:00:00,"16,805","6,686","4,905","5,221","0,035","0,034","0,021",0,"-0,006","-0,001","0,024","0,025","0,022"
2025-02-13 04:00:00,"15,456","6,335","4,245","4,883","0,035","0,034","0,02",0,"-0,006","-0,001","0,024","0,026","0,021"
2025-02-13 03:00:00,"15,475","6,254","4,276","4,953","0,036","0,034","0,019",0,"-0,006","-0,001","0,025","0,025","0,021"
2025-02-13 02:00:00,"15,323","6,16","4,278","4,892","0,036","0,034","0,02",0,"-0,006","-0,001","0,025","0,026","0,021"
2025-02-13 01:00:00,"15,621","6,368","4,34","4,921","0,036","0,034","0,02",0,"-0,006","-0,001","0,025","0,026","0,021"
2025-02-13 00:00:00,"16,064","6,513","4,569","4,989","0,036","0,034","0,02",0,"-0,006","-0,001","0,025","0,025","0,021"
2025-02-12 23:00:00,"15,55","6,226","4,356","4,975","0,036","0,033","0,019",0,"-0,006","-0,001","0,025","0,025","0,021"
2025-02-12 22:00:00,"15,257","5,994","4,332","4,938","0,037","0,033","0,02",0,"-0,006","-0,001","0,025","0,025","0,021"
2025-02-12 21:00:00,"15,425","6,265","4,253","4,914","0,037","0,033","0,02",0,"-0,006","-0,001","0,025","0,025","0,021"
2025-02-12 20:00:00,"15,583","6,389","4,252","4,949","0,037","0,033","0,02",0,"-0,006","-0,001","0,026","0,025","0,022"
2025-02-12 19:00:00,"15,602","6,456","4,262","4,891","0,037","0,032","0,021",0,"-0,006","-0,001","0,026","0,025","0,022"
2025-02-12 18:00:00,"17,936","7,602","5,437","4,903","0,037","0,032","0,021",0,"-0,006","-0,001","0,026","0,025","0,022"
2025-02-12 17:00:00,"20,902","8,951","6,453","5,391","0,037","0,032","0,02","0,036","0,033","0,039","0,026","0,023","0,022"
2025-02-12 16:00:00,"22,608","9,305","6,876","5,49","0,036","0,032","0,022","0,311","0,311","0,315","0,025","0,023","0,023"
2025-02-12 15:00:00,"26,54","10,216","7,542","5,81","0,036","0,033","0,021","0,984","0,998","0,991","0,952","0,939","0,945"
2025-02-12 14:00:00,"36,179","13,122","10,002","8,564","0,035","0,034","0,022","1,486","1,509","1,496","3,953","3,886","3,918"
2025-02-12 13:00:00,"39,513","14,504","11,353","9,792","0,907","0,907","0,891","1,279","1,298","1,287","3,507","3,471","3,496"
2025-02-12 12:00:00,"38,847","14,177","10,641","10,036","1,228","1,228","1,213","1,322","1,342","1,33","2,872","2,863","2,852"
2025-02-12 11:00:00,"70,794","24,727","20,948","20,992","1,219","1,218","1,207","1,366","1,386","1,375","13,757","13,718","13,717"
2025-02-12 10:00:00,"79,158","28,35","24,096","24,282","2,511","1,292","1,347","0,805","0,816","0,811","16,297","16,241","16,24"
2025-02-12 09:00:00,"91,885","33,18","28,647","28,736","3,775","3,228","3,183","0,438","0,442","0,442","18,82","18,698","18,699"
2025-02-12 08:00:00,"63,038","25,152","18,816","18,953","3,781","0,845","0,823","0,039","0,036","0,041","11,141","11,05","11,05"
2025-02-12 07:00:00,"29,874","13,389","8,205","8,287","2,581","0,034","0,02",0,"-0,006","-0,001","1,873","1,869","1,857"
2025-02-12 06:00:00,"20,194","7,063","6,84","6,298","0,036","0,033","0,02",0,"-0,006","-0,001","0,024","0,022","0,024"
2025-02-12 05:00:00,"16,751","6,524","4,79","5,444","0,036","0,034","0,02",0,"-0,006","-0,001","0,024","0,023","0,024"
2025-02-12 04:00:00,"15,533","6,151","4,214","5,174","0,036","0,034","0,02",0,"-0,006","-0,001","0,024","0,023","0,023"
