Day,Real_Consumption_kWh,Predicted_Consumption_kWh,Difference,Absolute_Error
2024-09-06,292.5631,305.35386114821284,12.790761148212823,12.790761148212823
2024-09-07,115.1878,161.64655624970925,46.45875624970925,46.45875624970925
2024-09-08,135.2976,139.7298003840698,4.432200384069802,4.432200384069802
2024-09-09,404.4696,324.6462726583728,-79.82332734162719,79.82332734162719
2024-09-10,318.2588,350.0691727587155,31.810372758715516,31.810372758715516
2024-09-11,323.46540000000005,313.86480776815785,-9.6005922318422,9.6005922318422
2024-09-12,467.9408,364.6600340973562,-103.28076590264385,103.28076590264385
2024-09-13,252.2691,325.91401191299514,73.64491191299513,73.64491191299513
2024-09-14,142.5797,186.01062234125794,43.43092234125794,43.43092234125794
2024-09-15,137.2317,133.45066449808132,-3.781035501918666,3.781035501918666
2024-09-16,637.0792,410.03120966060914,-227.04799033939088,227.04799033939088
2024-09-17,297.2824,433.6767405302094,136.39434053020938,136.39434053020938
2024-09-18,329.6131,393.44012173756335,63.82702173756337,63.82702173756337
2024-09-19,341.1581,323.7907624214075,-17.36733757859247,17.36733757859247
2024-09-20,233.3688,281.4531889047046,48.08438890470458,48.08438890470458
2024-09-21,116.5648,134.24778518134156,17.68298518134155,17.68298518134155
2024-09-22,113.7247,117.08771833895663,3.3630183389566355,3.3630183389566355
2024-09-23,400.8329,326.1749774567585,-74.65792254324151,74.65792254324151
2024-09-24,437.6292,383.5394274720455,-54.08977252795455,54.08977252795455
2024-09-25,381.949,367.5241093500701,-14.424890649929921,14.424890649929921
2024-09-26,341.4973,388.42075971541703,46.92345971541704,46.92345971541704
2024-09-27,303.1919,317.30901321523015,14.117113215230177,14.117113215230177
2024-09-28,201.1285,178.73193021245865,-22.396569787541353,22.396569787541353
2024-09-29,124.4246,174.0823416415978,49.657741641597795,49.657741641597795
2024-09-30,437.8325,369.80150720362997,-68.03099279637001,68.03099279637001
2024-10-01,412.1783,398.53742906670846,-13.640870933291524,13.640870933291524
2024-10-02,332.7738,366.2816783943702,33.50787839437021,33.50787839437021
2024-10-03,485.1871,412.1582126857041,-73.0288873142959,73.0288873142959
2024-10-04,306.83050000000003,359.2805931380838,52.45009313808379,52.45009313808379
2024-10-05,158.539,223.81951194848244,65.28051194848246,65.28051194848246
2024-10-06,117.7756,161.99014130687718,44.21454130687718,44.21454130687718
2024-10-07,569.9702,403.0121135700692,-166.9580864299308,166.9580864299308
2024-10-08,700.9435,530.2814097845755,-170.66209021542443,170.66209021542443
2024-10-09,652.6341,579.9660840129995,-72.66801598700044,72.66801598700044
2024-10-10,396.9136,586.7250465105471,189.81144651054717,189.81144651054717
2024-10-11,325.009,435.96079472462293,110.95179472462291,110.95179472462291
2024-10-12,120.4775,184.6395414541396,64.16204145413958,64.16204145413958
2024-10-13,117.5669,151.59513769356124,34.02823769356124,34.02823769356124
2024-10-14,702.6662,439.78886644688595,-262.87733355311406,262.87733355311406
2024-10-15,398.5983,486.2856404707036,87.68734047070359,87.68734047070359
2024-10-16,623.2105,519.8541100575615,-103.35638994243857,103.35638994243857
2024-10-17,721.8591,563.9579619021468,-157.90113809785316,157.90113809785316
2024-10-18,315.887,528.59540323797,212.70840323797,212.70840323797
2024-10-19,119.584,295.03276215839026,175.44876215839025,175.44876215839025
2024-10-20,117.7587,137.489815491442,19.731115491441983,19.731115491441983
2024-10-21,634.3928000000001,411.0791179457619,-223.3136820542382,223.3136820542382
2024-10-22,742.1302000000001,656.879594791303,-85.25060520869704,85.25060520869704
2024-10-23,494.6328,557.6467959297605,63.01399592976054,63.01399592976054
2024-10-24,600.6071999999999,571.3512578898491,-29.25594211015084,29.25594211015084
2024-10-25,499.8587,459.77125508813316,-40.08744491186684,40.08744491186684
2024-10-26,119.0581,299.7479072908653,180.68980729086533,180.68980729086533
2024-10-27,121.6908,206.466358634156,84.775558634156,84.775558634156
2024-10-28,572.4237,388.4552367852925,-183.96846321470753,183.96846321470753
2024-10-29,592.2479000000001,486.1657226081712,-106.08217739182885,106.08217739182885
2024-10-30,446.23,472.88374759802815,26.653747598028133,26.653747598028133
2024-10-31,487.7424,479.26004679778026,-8.482353202219713,8.482353202219713
2024-11-01,116.7567,267.46479113349847,150.70809113349847,150.70809113349847
2024-11-02,125.6303,153.59875059849676,27.96845059849676,27.96845059849676
2024-11-03,116.69,65.26281921038034,-51.427180789619655,51.427180789619655
2024-11-04,616.3621,419.86705260348776,-196.4950473965123,196.4950473965123
2024-11-05,792.7226,583.445316005463,-209.27728399453702,209.27728399453702
2024-11-06,424.6766,580.0703985415191,155.39379854151912,155.39379854151912
2024-11-07,584.9278,592.566779485626,7.638979485625896,7.638979485625896
2024-11-08,528.6543,460.3904693426006,-68.26383065739941,68.26383065739941
2024-11-09,131.3397,320.23345971304605,188.89375971304605,188.89375971304605
2024-11-10,122.1924,234.72599111519935,112.53359111519934,112.53359111519934
2024-11-11,122.8426,155.95295991544148,33.11035991544148,33.11035991544148
2024-11-12,877.3371,490.07893761404847,-387.2581623859515,387.2581623859515
2024-11-13,430.5119,520.8593968408012,90.34749684080117,90.34749684080117
2024-11-14,601.4309000000001,631.9694282991193,30.538528299119207,30.538528299119207
2024-11-15,460.2226,446.4626084490715,-13.759991550928476,13.759991550928476
2024-11-16,124.5966,302.4926889811304,177.89608898113042,177.89608898113042
2024-11-17,122.4717,209.31919535326097,86.84749535326097,86.84749535326097
2024-11-18,820.9917,516.1864405614463,-304.8052594385538,304.8052594385538
2024-11-19,610.7048,609.617938965054,-1.0868610349459686,1.0868610349459686
