Date,Consumption [kWh],Grid Organi lbc (L1) [kWh],Grid Organi lbc (L2) [kWh],Grid Organi lbc (L3) [kWh],Chargers (L1) [kWh],Chargers (L2) [kWh],Chargers (L3) [kWh],Solar (L1) [kWh],Solar (L2) [kWh],Solar (L3) [kWh],Chargers achteraan (L1) [kWh],Chargers achteraan (L2) [kWh],Chargers achteraan (L3) [kWh]
2025-03-12 07:00:00,"24,227","8,873","7,66","7,15","0,648","0,642","0,635","0,18","0,18","0,185","0,563","0,562","0,56"
2025-03-12 06:00:00,"20,09","6,913","6,934","6,249","0,036","0,033","0,021",0,"-0,006","-0,001","0,024","0,023","0,022"
2025-03-12 05:00:00,"17,09","6,421","5,445","5,232","0,036","0,034","0,02",0,"-0,006","-0,001","0,024","0,024","0,021"
2025-03-12 04:00:00,"15,951","6,187","4,886","4,886","0,035","0,034","0,02",0,"-0,006","-0,001","0,024","0,024","0,021"
2025-03-12 03:00:00,"15,817","5,961","4,909","4,954","0,036","0,034","0,02",0,"-0,006","-0,001","0,024","0,024","0,021"
2025-03-12 02:00:00,"15,58","5,875","4,845","4,868","0,035","0,034","0,02",0,"-0,006","-0,001","0,024","0,024","0,022"
2025-03-12 01:00:00,"15,834","5,968","4,96","4,914","0,036","0,035","0,02",0,"-0,006","-0,001","0,024","0,024","0,021"
2025-03-12 00:00:00,"15,94","5,831","5,152","4,965","0,036","0,034","0,02",0,"-0,006","-0,001","0,024","0,024","0,021"
2025-03-11 23:00:00,"15,632","5,729","4,977","4,933","0,036","0,034","0,02",0,"-0,006","-0,001","0,024","0,024","0,021"
2025-03-11 22:00:00,"15,583","5,635","4,997","4,958","0,036","0,034","0,02",0,"-0,006","-0,001","0,024","0,023","0,021"
2025-03-11 21:00:00,"15,769","5,847","4,947","4,981","0,036","0,033","0,02",0,"-0,006","-0,001","0,025","0,023","0,021"
2025-03-11 20:00:00,"15,916","5,99","4,953","4,98","0,037","0,033","0,02",0,"-0,006",0,"0,025","0,023","0,022"
2025-03-11 19:00:00,"18,543","6,94","6,012","5,599","0,036","0,032","0,021",0,"-0,006","-0,001","0,025","0,023","0,022"
2025-03-11 18:00:00,"21,657","7,698","7,12","6,504","0,039","0,034","0,345","0,112","0,11","0,115","0,025","0,022","0,023"
2025-03-11 17:00:00,"24,831","8,673","7,254","5,184","0,138","0,132","0,354","1,232","1,248","1,24","0,271","0,265","0,268"
2025-03-11 16:00:00,"30,464","10,071","8,297","6,641","0,266","0,261","0,252","1,805","1,831","1,818","0,991","0,987","0,987"
2025-03-11 15:00:00,"47,34","16,06","14,012","13,091","2,506","2,522","2,491","1,383","1,403","1,392","3,909","3,895","3,884"
2025-03-11 14:00:00,"51,165","16,707","16,373","13,872","3,318","4,888","3,3","1,395","1,414","1,404","3,909","3,893","3,882"
2025-03-11 13:00:00,"62,245","19,728","22,13","17,394","7,357","10,981","7,311","0,991","1,004","0,998","2,647","2,64","2,761"
2025-03-11 12:00:00,"92,966","29,993","31,523","28,744","13,415","17,214","12,52","0,897","0,907","0,903","6,384","6,351","9,563"
2025-03-11 11:00:00,"112,851","37,146","37,805","34,883","9,659","13,077","8,726",1,"1,011","1,006","17,205","17,101","19,1"
2025-03-11 10:00:00,"125,024","40,175","38,764","40,418","2,356","5,625","3,938","1,878","1,902","1,888","28,987","26,61","30,293"
2025-03-11 09:00:00,"137,176","47,483","42,212","45,126","0,032","0,512","0,027","0,78","0,789","0,785","37,576","33,958","37,639"
2025-03-11 08:00:00,"124,008","43,167","38,62","41,336","5,703","5,684","8,265","0,294","0,294","0,297","27,802","25,187","25,752"
2025-03-11 07:00:00,"48,657","17,288","15,762","15,405","4,712","4,691","5,321","0,068","0,065","0,07","4,202","4,206","4,164"
2025-03-11 06:00:00,"20,988","7,59","7,177","6,227","0,036","0,033","0,021",0,"-0,006","-0,001","0,024","0,023","0,022"
2025-03-11 05:00:00,"16,509","5,731","5,543","5,242","0,035","0,034","0,021",0,"-0,006",0,"0,024","0,023","0,022"
2025-03-11 04:00:00,"15,229","5,333","4,962","4,941","0,035","0,034","0,02",0,"-0,006",0,"0,024","0,023","0,022"
2025-03-11 03:00:00,"15,29","5,317","5,028","4,953","0,035","0,034","0,02",0,"-0,006",0,"0,024","0,024","0,022"
2025-03-11 02:00:00,"15,102","5,202",5,"4,907","0,036","0,034","0,02",0,"-0,006",0,"0,024","0,023","0,022"
2025-03-11 01:00:00,"15,263","5,284","5,037","4,95","0,036","0,034","0,02",0,"-0,006",0,"0,024","0,024","0,021"
2025-03-11 00:00:00,"15,285","5,073","5,246","4,973","0,036","0,034","0,02",0,"-0,006","-0,001","0,024","0,024","0,021"
2025-03-10 23:00:00,"15,051","5,082","5,005","4,971","0,036","0,034","0,02",0,"-0,006","-0,001","0,024","0,023","0,021"
2025-03-10 22:00:00,"14,871","4,961","4,989","4,929","0,037","0,034","0,019",0,"-0,006","-0,001","0,025","0,023","0,021"
2025-03-10 21:00:00,"15,207","5,322","4,958","4,934","0,037","0,033","0,02",0,"-0,006","-0,001","0,025","0,023","0,021"
2025-03-10 20:00:00,"15,023","5,059","4,962","5,008","0,037","0,033","0,02",0,"-0,006","-0,001","0,025","0,023","0,021"
2025-03-10 19:00:00,"16,144","5,476","5,643","5,032","0,037","0,033","0,02",0,"-0,006","-0,001","0,025","0,023","0,021"
2025-03-10 18:00:00,"17,189","5,588","6,365","4,965","0,037","0,032","0,02","0,091","0,088","0,093","0,025","0,023","0,022"
2025-03-10 17:00:00,"22,89","6,738","7,284","5,23","0,036","0,033","0,02","1,205","1,22","1,214","0,04","0,042","0,037"
2025-03-10 16:00:00,"27,036","8,451","7,99","6,241","0,036","0,033","0,021","1,441","1,462","1,452","0,112","0,112","0,096"
2025-03-10 15:00:00,"37,633","11,597","10,875","9,743","4,324","4,303","4,298","1,793","1,819","1,807","0,051","0,057","0,047"
2025-03-10 14:00:00,"56,261","16,599","15,626","14,501","7,849","7,816","7,818","3,155","3,202","3,178","3,023","3,038","3,018"
2025-03-10 13:00:00,"51,653","13,969","13,386","12,159","7,752","7,726","7,726","4,015","4,078","4,047","1,56","1,576","1,563"
2025-03-10 12:00:00,"82,693","19,445","25,595","19,998","4,436","9,758","4,414","5,841","5,928","5,886","11,897","13,217","12,152"
2025-03-10 11:00:00,"106,098","26,955","35,697","26,274","5,768","12,216","5,734","5,684","5,764","5,724","17,139","20,869","16,941"
2025-03-10 10:00:00,"128,563","36,166","45,252","34,06","11,22","18,579","11,148","4,333","4,392","4,362","19,015","22,709","18,835"
2025-03-10 09:00:00,"112,924","32,364","41,472","30,466","7,272","14,494","7,194","2,855","2,894","2,874","18,147","21,742","17,967"
2025-03-10 08:00:00,"81,943","26,166","27,562","24,441","7,349","9,956","7,288","1,25","1,267","1,258","11,059","10,974","10,939"
2025-03-10 07:00:00,"31,311","10,716","10,22","9,786","3,818","3,774","3,776","0,195","0,195","0,199","0,655","0,657","0,651"
2025-03-10 06:00:00,"15,594","5,632","4,992","4,976","0,036","0,033","0,021",0,"-0,006",0,"0,024","0,023","0,024"
2025-03-10 05:00:00,"15,51","5,46","5,04","5,017","0,036","0,034","0,021",0,"-0,006",0,"0,024","0,023","0,024"
2025-03-10 04:00:00,"15,005","5,081","4,955","4,976","0,036","0,034","0,02",0,"-0,006",0,"0,024","0,023","0,024"
2025-03-10 03:00:00,"14,911",5,"4,955","4,963","0,036","0,034","0,02",0,"-0,006",0,"0,024","0,023","0,023"
2025-03-10 02:00:00,"15,087","5,129","4,968","4,997","0,036","0,034","0,02",0,"-0,006",0,"0,024","0,023","0,023"
2025-03-10 01:00:00,"14,672","4,847","4,82","5,013","0,036","0,034","0,02",0,"-0,006",0,"0,024","0,023","0,023"
2025-03-10 00:00:00,"14,82","4,817","5,005","5,004","0,036","0,034","0,02",0,"-0,006","-0,001","0,024","0,023","0,023"
2025-03-09 23:00:00,"14,509","4,801","4,72","4,996","0,036","0,033","0,02",0,"-0,006","-0,001","0,024","0,023","0,023"
2025-03-09 22:00:00,"14,623","4,922","4,74","4,968","0,036","0,034","0,02",0,"-0,006","-0,001","0,024","0,023","0,023"
2025-03-09 21:00:00,"14,757","5,018","4,743","5,004","0,037","0,034","0,02",0,"-0,006","-0,001","0,024","0,023","0,023"
2025-03-09 20:00:00,"14,467","4,816","4,694","4,964","0,037","0,034","0,019",0,"-0,006","-0,001","0,025","0,023","0,023"
2025-03-09 19:00:00,"14,286","4,666","4,692","4,935","0,037","0,034","0,019",0,"-0,006","-0,001","0,025","0,023","0,023"
2025-03-09 18:00:00,"14,264","4,51","4,587","4,876","0,037","0,033","0,019","0,097","0,094","0,1","0,025","0,022","0,023"
2025-03-09 17:00:00,"14,418","3,831","3,776","4,096","0,036","0,033","0,02","0,899","0,911","0,906","0,024","0,022","0,023"
2025-03-09 16:00:00,"14,752","2,568","2,558","2,862","0,037","0,033","0,019","2,239","2,27","2,255","0,023","0,022","0,023"
2025-03-09 15:00:00,"14,466","0,457","0,842","1,177","0,036","0,034","0,019","3,967","4,025","3,998","0,021","0,022","0,024"
2025-03-09 14:00:00,"14,602","-0,931","-0,638","-0,378","0,035","0,035","0,019","5,471","5,557","5,521","0,019","0,023","0,024"
2025-03-09 13:00:00,"14,756","-1,235","-1,061","-0,802","0,035","0,035","0,019","5,9","5,998","5,956","0,018","0,023","0,024"
2025-03-09 12:00:00,"14,74","-1,165","-1,159","-0,838","0,035","0,035","0,019","5,916","6,015","5,972","0,018","0,023","0,024"
2025-03-09 11:00:00,"14,711","-0,438","-0,584","-0,344","0,035","0,035","0,019","5,313","5,401","5,363","0,019","0,023","0,024"
2025-03-09 10:00:00,"15,1","0,923","0,387","0,633","0,035","0,035","0,019","4,349","4,421","4,385","0,02","0,023","0,024"
2025-03-09 09:00:00,"15,145","2,545","1,916","2,154","0,036","0,034","0,02","2,821","2,866","2,843","0,022","0,023","0,024"
2025-03-09 08:00:00,"15,105","4,186","3,451","3,677","0,036","0,034","0,019","1,255","1,274","1,264","0,023","0,023","0,024"
2025-03-09 07:00:00,"15,022","5,216","4,476","4,74","0,036","0,034","0,019","0,196","0,195","0,2","0,024","0,023","0,023"
2025-03-09 06:00:00,"15,476","5,865","4,7","4,917","0,036","0,033","0,02",0,"-0,006",0,"0,024","0,023","0,024"
2025-03-09 05:00:00,"15,402","5,603","4,803","5,003","0,036","0,034","0,02",0,"-0,006","-0,001","0,024","0,023","0,024"
2025-03-09 04:00:00,"15,158","5,411","4,752","5,002","0,036","0,034","0,02",0,"-0,006","-0,001","0,024","0,023","0,024"
2025-03-09 03:00:00,"15,096","5,362","4,758","4,983","0,036","0,034","0,02",0,"-0,006","-0,001","0,024","0,023","0,024"
2025-03-09 02:00:00,"15,011","5,345","4,728","4,946","0,036","0,034","0,02",0,"-0,006","-0,001","0,024","0,023","0,024"
2025-03-09 01:00:00,"14,93","5,148","4,781","5,008","0,036","0,034","0,021",0,"-0,006","-0,001","0,024","0,023","0,024"
2025-03-09 00:00:00,"14,939","5,147","4,787","5,013","0,036","0,034","0,02",0,"-0,006","-0,001","0,024","0,023","0,023"
2025-03-08 23:00:00,"14,724","4,978","4,752","5,001","0,036","0,033","0,02",0,"-0,006","-0,001","0,024","0,023","0,023"
2025-03-08 22:00:00,"14,919","5,061","4,814","5,051","0,036","0,033","0,02",0,"-0,006","-0,001","0,024","0,023","0,023"
2025-03-08 21:00:00,"14,891","5,13","4,756","5,012","0,036","0,033","0,02",0,"-0,006","-0,001","0,024","0,022","0,023"
2025-03-08 20:00:00,"14,841","5,044","4,753","5,052","0,037","0,032","0,02",0,"-0,006","-0,001","0,024","0,022","0,023"
2025-03-08 19:00:00,"14,569","4,796","4,762","5,019","0,036","0,033","0,02",0,"-0,006","-0,001","0,024","0,022","0,023"
2025-03-08 18:00:00,"14,518","4,6","4,638","4,912","0,036","0,033","0,02","0,122","0,12","0,126","0,024","0,022","0,024"
2025-03-08 17:00:00,"14,221","3,625","4,063","4,364","0,036","0,032","0,02","0,718","0,726","0,725","0,024","0,022","0,024"
2025-03-08 16:00:00,"14,44","2,43","2,861","3,154","0,036","0,033","0,02","1,985","2,012","1,998","0,023","0,022","0,024"
2025-03-08 15:00:00,"14,472","0,463","0,895","1,203","0,036","0,034","0,02","3,942","3,999","3,97","0,021","0,022","0,024"
2025-03-08 14:00:00,"14,726","-0,522","-0,341","-0,023","0,036","0,034","0,02","5,164","5,243","5,205","0,02","0,022","0,024"
2025-03-08 13:00:00,"14,725","-1,17","-1,004","-0,706","0,036","0,035","0,019","5,821","5,915","5,868","0,019","0,023","0,024"
2025-03-08 12:00:00,"14,837","-1,094","-1,075","-0,729","0,036","0,035","0,019","5,863","5,961","5,911","0,019","0,023","0,024"
2025-03-08 11:00:00,"15,152","-0,27","-0,534","-0,267","0,036","0,035","0,019","5,365","5,452","5,407","0,02","0,023","0,024"
2025-03-08 10:00:00,"15,411","1,088","0,528","0,797","0,036","0,035","0,019","4,3","4,368","4,331","0,021","0,023","0,024"
2025-03-08 09:00:00,"15,199","2,5","1,988","2,284","0,036","0,034","0,019","2,788","2,831","2,809","0,022","0,023","0,024"
2025-03-08 08:00:00,"15,361","4,342","3,565","3,828","0,036","0,034","0,02","1,201","1,217","1,208","0,024","0,023","0,024"
2025-03-08 07:00:00,"15,495","5,405","4,608","4,88","0,036","0,034","0,02","0,2","0,199","0,203","0,025","0,023","0,024"
2025-03-08 06:00:00,"15,942","5,996","4,834","5,119","0,036","0,033","0,021",0,"-0,006",0,"0,025","0,023","0,024"
2025-03-08 05:00:00,"15,632","5,76","4,811","5,068","0,036","0,034","0,021",0,"-0,006",0,"0,025","0,023","0,024"
2025-03-08 04:00:00,"15,847","5,857","4,853","5,144","0,036","0,034","0,02",0,"-0,006",0,"0,025","0,023","0,024"
2025-03-08 03:00:00,"15,93","5,981","4,828","5,128","0,036","0,034","0,021",0,"-0,006",0,"0,025","0,023","0,024"
2025-03-08 02:00:00,"15,56","5,58","4,87","5,118","0,036","0,034","0,02",0,"-0,006",0,"0,025","0,023","0,024"
2025-03-08 01:00:00,"15,16","5,242","4,812","5,114","0,036","0,034","0,02",0,"-0,006",0,"0,025","0,023","0,024"
2025-03-08 00:00:00,"15,403","5,37","4,892","5,148","0,036","0,033","0,02",0,"-0,006",0,"0,025","0,023","0,024"
2025-03-07 23:00:00,"15,037","5,163","4,855","5,027","0,037","0,034","0,02",0,"-0,006","-0,001","0,025","0,023","0,024"
2025-03-07 22:00:00,"14,986","5,169","4,816","5,008","0,037","0,034","0,019",0,"-0,006","-0,001","0,025","0,023","0,023"
2025-03-07 21:00:00,"15,209","5,348","4,829","5,039","0,037","0,034","0,019",0,"-0,006","-0,001","0,025","0,023","0,023"
2025-03-07 20:00:00,"14,949","5,161","4,785","5,01","0,037","0,033","0,02",0,"-0,006","-0,001","0,025","0,023","0,024"
2025-03-07 19:00:00,"14,978","5,232","4,767","4,986","0,037","0,033","0,02",0,"-0,006","-0,001","0,025","0,022","0,024"
2025-03-07 18:00:00,"15,287","5,161","4,985","4,873","0,037","0,032","0,02","0,089","0,086","0,093","0,025","0,022","0,024"
2025-03-07 17:00:00,"18,008","5,459","5,861","4,199","0,037","0,032","0,02","0,824","0,833","0,831","0,025","0,022","0,024"
2025-03-07 16:00:00,"22,51","5,201","5,477","4,406","0,037","0,033","0,02","2,459","2,492","2,476","0,023","0,022","0,024"
2025-03-07 15:00:00,"22,761","3,398","3,908","3,269","0,037","0,034","0,02","4,035","4,089","4,062","0,021","0,022","0,024"
2025-03-07 14:00:00,"21,748","2,632","2,753","1,154","0,037","0,034","0,02","5,036","5,103","5,072","0,021","0,022","0,025"
2025-03-07 13:00:00,"22,621","2,413","2,229","0,698","0,036","0,034","0,02","5,719","5,798","5,764","0,02","0,023","0,025"
2025-03-07 12:00:00,"29,8","5,022","4,035","3,082","0,036","0,034","0,021","5,845","5,925","5,892","2,215","2,248","2,253"
2025-03-07 11:00:00,"48,134","11,711","10,453","9,823","3,956","3,921","3,911","5,345","5,419","5,384","3,719","3,776","3,78"
2025-03-07 10:00:00,"69,323","21,97","17,89","16,624","10,473","7,372","7,373","4,249","4,31","4,28","6,639","6,692","6,69"
2025-03-07 09:00:00,"60,992","21,477","16,241","15,15","10,784","6,918","6,917","2,689","2,73","2,707","4,413","4,419","4,409"
2025-03-07 08:00:00,"46,591","18,035","13,065","11,736","7,374","3,62","3,589","1,243","1,262","1,251","3,146","3,144","3,128"
2025-03-07 07:00:00,"39,218","14,557","12,568","11,434","3,081","1,865","1,85","0,219","0,219","0,222","3,886","3,886","3,863"
2025-03-07 06:00:00,"22,007","8,132","7,159","6,723","0,036","0,033","0,02",0,"-0,006",0,"1,61","1,607","1,602"
2025-03-07 05:00:00,"15,93","5,86","5,088","4,988","0,036","0,034","0,02",0,"-0,006","-0,001","0,024","0,023","0,028"
2025-03-07 04:00:00,"15,849","5,659","5,162","5,033","0,036","0,034","0,02",0,"-0,006",0,"0,024","0,023","0,028"
2025-03-07 03:00:00,"15,848","5,64","5,174","5,041","0,036","0,034","0,02",0,"-0,006",0,"0,024","0,023","0,028"
2025-03-07 02:00:00,"15,868","5,714","5,145","5,016","0,036","0,034","0,02",0,"-0,006",0,"0,024","0,023","0,027"
2025-03-07 01:00:00,"15,783","5,529","5,228","5,033","0,036","0,034","0,02",0,"-0,006",0,"0,024","0,023","0,027"
2025-03-07 00:00:00,"16,185","5,628","5,488","5,076","0,036","0,033","0,02",0,"-0,006","-0,001","0,024","0,023","0,027"
2025-03-06 23:00:00,"15,498","5,299","5,178","5,028","0,036","0,033","0,02",0,"-0,006","-0,001","0,025","0,023","0,027"
2025-03-06 22:00:00,"15,554","5,443","5,154","4,965","0,037","0,033","0,02",0,"-0,006","-0,001","0,025","0,023","0,027"
2025-03-06 21:00:00,"16,047","5,523","5,523","5,009","0,037","0,033","0,02",0,"-0,006","-0,001","0,025","0,023","0,026"
2025-03-06 20:00:00,"16,472","5,468","5,953","5,058","0,037","0,033","0,02",0,"-0,006","-0,001","0,025","0,023","0,027"
2025-03-06 19:00:00,"21,133","7,102","7,566","6,472","0,036","0,033","0,02",0,"-0,006","-0,001","1,408","1,372","1,423"
2025-03-06 18:00:00,"35,004","11,504","12,545","10,747","0,036","0,033","0,021","0,07","0,067","0,072","5,742","5,631","5,741"
2025-03-06 17:00:00,"42,965","13,845","14,735","12,069","0,114","0,105","0,099","0,767","0,776","0,774","7,31","7,191","7,287"
2025-03-06 16:00:00,"53,176","15,64","16,359","13,899","0,952","0,94","0,936","2,41","2,443","2,427","8,764","8,679","8,739"
2025-03-06 15:00:00,"50,83","13,431","13,617","11,561","3,97","3,94","3,95","4,046","4,101","4,075","4,461","4,424","4,427"
2025-03-06 14:00:00,"49,373","11,692","11,812","9,78","3,945","3,919","3,926","5,325","5,4","5,364","3,918","3,912","3,902"
2025-03-06 13:00:00,"60,664","15,759","14,604","12,201","7,735","6,804","6,804","5,99","6,074","6,036","5,025","4,429","4,014"
2025-03-06 12:00:00,"56,875","13,733","14,145","10,88","6,911","8,251","6,534","5,996","6,082","6,04","3,5","3,554","3,52"
2025-03-06 11:00:00,"95,401","26,603","29,535","22,359","12,961","14,576","10,933","5,594","5,672","5,638","9,914","11,675","10,023"
2025-03-06 10:00:00,"107,198","33,96","37,082","27,023","15,152","15,05","11,279","3,023","3,066","3,044","11,292","15,176","11,383"
2025-03-06 09:00:00,"117,763","38,997","39,786","30,848","8,858","8,936","5,355","2,692","2,73","2,71","23,16","24,496","21,334"
2025-03-06 08:00:00,"112,007","40,849","37,177","30,552","6,052","7,07","3,471","1,135","1,151","1,143","25,876","22,138","22,086"
2025-03-06 07:00:00,"44,875","17,47","14,638","12,385","4,169","4,574","4,143","0,127","0,126","0,13","5,038","3,421","3,397"
2025-03-06 06:00:00,"17,554","6,978","5,657","4,926","0,036","0,033","0,021",0,"-0,006","-0,001","0,025","0,023","0,021"
2025-03-06 05:00:00,"17,186","6,778","5,541","4,873","0,036","0,034","0,02",0,"-0,006","-0,001","0,025","0,023","0,021"
2025-03-06 04:00:00,"17,1","6,695","5,535","4,876","0,036","0,034","0,02",0,"-0,006","-0,001","0,024","0,024","0,02"
